id,class,color,name,longitude,latitude
fr280,councildata,#4b4c7a,CALLE MATILDE HERNANDEZ 101,-3.737771100000000,40.386093799999998
fr281,councildata,#4b4c7a,CALLE ABOLENGO 20,-3.737756700000000,40.389140699999999
fr282,councildata,#4b4c7a,CALLE RAMON SAINZ 38,-3.739420900000000,40.388719199999997
fr283,councildata,#4b4c7a,AVENIDA OPORTO 91,-3.731727900000000,40.387874199999999
fr284,councildata,#4b4c7a,CALLE CAMINO VIEJO DE LEGANES 166,-3.731965500000000,40.380417000000001
fr285,councildata,#4b4c7a,AVENIDA CARABANCHEL ALTO 62,-3.753296000000000,40.370045599999997
fr286,councildata,#4b4c7a,AVENIDA ABRANTES 97,-3.728994400000000,40.379786299999999
fr287,councildata,#4b4c7a,CALLE MARTINEZ DE LA RIVA 4,-3.667746299999999,40.395258400000003
fr288,councildata,#4b4c7a,AVENIDA PABLO NERUDA 93,-3.662062800000000,40.381250299999998
fr289,councildata,#4b4c7a,CALLE CONVENIO 35,-3.671732000000000,40.390753500000002
fr290,councildata,#4b4c7a,AVENIDA ALBUFERA 18,-3.667972500000000,40.397494299999998
fr291,councildata,#4b4c7a,AVENIDA MONTE IGUELDO 25,-3.668140100000000,40.396466300000000
fr292,councildata,#4b4c7a,CALLE MARTINEZ DE LA RIVA 16,-3.666555500000000,40.394055399999999
fr293,councildata,#4b4c7a,CALLE MARTINEZ DE LA RIVA 33,-3.666236100000000,40.393692799999997
fr294,councildata,#4b4c7a,CALLE MARTINEZ DE LA RIVA 33,-3.666236100000000,40.393692799999997
fr295,councildata,#4b4c7a,CALLE PUERTO DE BALBARAN 41,-3.668087399999999,40.382435699999988
fr296,councildata,#4b4c7a,CALLE PEDRO LABORDE 49,-3.649662400000000,40.386412000000000
fr297,councildata,#4b4c7a,AVENIDA PEÑA PRIETA 62,-3.703790200000000,40.416775399999999
fr298,councildata,#4b4c7a,CALLE SANTA MARTA 20,-3.661749400000000,40.402764800000000
fr299,councildata,#4b4c7a,AVENIDA PEÑA PRIETA 11,-3.703790200000000,40.416775399999999
fr300,councildata,#4b4c7a,CALLE COIN 9,-3.639961100000000,40.386893200000003
fr301,councildata,#4b4c7a,CALLE SIERRA SALVADA 37,-3.648354800000000,40.388718999999988
fr302,councildata,#4b4c7a,AVENIDA SANTA EUGENIA 29,-3.612287100000000,40.384335100000001
fr303,councildata,#4b4c7a,CALLE ALBINO HERNANDEZ LAZARO 36,-3.707280700000000,40.345693300000001
fr304,councildata,#4b4c7a,PASEO ALBERTO PALACIOS 23,-3.711730900000000,40.345879699999998
fr305,councildata,#4b4c7a,CALLE ROCAFORT 109,-3.686386700000000,40.342567699999996
fr306,councildata,#4b4c7a,AVENIDA OROVILLA 47,-3.689320000000000,40.360550000000003
fr307,councildata,#4b4c7a,CALLE MARROQUINA 22,-3.649230999999999,40.407253200000000
fr308,councildata,#4b4c7a,CALLE MANUEL MACHADO 6,-3.659331700000000,40.411565600000003
fr309,councildata,#4b4c7a,CALLE VILLARDONDIEGO 39,-3.607971300000000,40.404636300000000
fr310,councildata,#4b4c7a,CALLE ALCALA 626,-3.609438400000000,40.448283699999998
fr311,councildata,#4b4c7a,CALLE ALCALA 603,-3.612539800000000,40.446763599999997
fr312,councildata,#4b4c7a,CALLE LOPEZ DE HOYOS 476,-3.649769300000000,40.471442099999997
fr313,councildata,#4b4c7a,CALLE SANTA VIRGILIA 1,-3.645439799999999,40.477328900000003
fr314,councildata,#4b4c7a,CALLE GUATAVITA 1,-3.635911600000000,40.471936499999998
fr315,councildata,#4b4c7a,AVENIDA MARQUES DE CORBERA 40,-3.652377299999999,40.425113300000000
fr316,councildata,#4b4c7a,CALLE ALCALA 308,-3.649043300000000,40.432845299999997
fr317,councildata,#4b4c7a,CALLE ALCALA 341,-3.647112300000000,40.433736000000003
fr318,councildata,#4b4c7a,CALLE ALCALA 339,-3.647868599999999,40.433515300000003
fr319,councildata,#4b4c7a,CALLE EMILIO VARGAS 20,-3.651462500000000,40.448915799999988
fr320,councildata,#4b4c7a,CALLE LOPEZ DE HOYOS 346,-3.660224700000000,40.457923100000002
fr321,councildata,#4b4c7a,CALLE RAQUEL MELLER 2,-3.657333400000000,40.432382400000002
fr322,councildata,#4b4c7a,CALLE GENERAL ORAA 32,-3.682464600000000,40.436032099999998
fr323,councildata,#4b4c7a,CALLE PRINCIPE 15,-3.700221800000000,40.415469299999998
fr324,councildata,#4b4c7a,CALLE HORTALEZA 35,-3.699823200000000,40.422166199999999
fr325,councildata,#4b4c7a,PASEO DELICIAS 87,-3.694307700000000,40.396071499999998
fr326,councildata,#4b4c7a,CALLE EMBAJADORES 117,-3.697330900000000,40.398451299999998
fr327,councildata,#4b4c7a,CALLE MENDEZ ALVARO 6,-3.692713400000000,40.406651400000008
fr328,councildata,#4b4c7a,CALLE TOPETE 31,-3.704566400000000,40.450892199999998
fr329,councildata,#4b4c7a,AVENIDA GENERAL PERON 36,-3.693506100000000,40.452019800000002
fr330,councildata,#4b4c7a,CALLE INFANTA MERCEDES 73,-3.696201300000000,40.461151500000000
fr331,councildata,#4b4c7a,CALLE CEDROS 3,-3.692723300000000,40.467171499999999
fr332,councildata,#4b4c7a,CALLE BRAVO MURILLO 306,-3.696518300000000,40.463127700000001
fr333,councildata,#4b4c7a,CALLE ILLESCAS 46,-3.761920800000000,40.393014899999997
fr334,councildata,#4b4c7a,PASEO ERMITA DEL SANTO 48,-3.724651000000000,40.406843500000001
fr335,councildata,#4b4c7a,CALLE GRAN AVENIDA 2,-3.710710299999999,40.369255799999998
fr336,councildata,#4b4c7a,CALLE MEZQUITA 11,-3.690455100000000,40.373822699999998
fr337,councildata,#4b4c7a,CALLE FELIPE CASTRO 27,-3.708974200000000,40.384195599999998
fr338,councildata,#4b4c7a,CALLE EUGENIO CAXES 14,-3.702968899999999,40.391759700000001
fr339,councildata,#4b4c7a,CALLE DOLORES BARRANCO 52,-3.707062700000000,40.383443600000000
fr340,councildata,#4b4c7a,AVENIDA NUESTRA SEÑORA DE VALVANERA 114,-3.739759399999999,40.392324599999988
fr341,councildata,#4b4c7a,CALLE VIA CARPETANA 137,-3.740158100000000,40.393325900000001
fr342,councildata,#4b4c7a,CALLE GENERAL RICARDOS 157,-3.732265700000000,40.388039399999997
fr343,councildata,#4b4c7a,RONDA DON BOSCO 10,-3.752530000000000,40.375660000000003
fr344,councildata,#4b4c7a,CALLE FRANCISCO DE ICAZA 12,-3.727999200000000,40.385238600000001
fr345,councildata,#4b4c7a,AVENIDA PESETA 92,-3.750184299999999,40.361935799999998
fr346,councildata,#4b4c7a,CALLE MARROQUINA 12,-3.650168100000000,40.406968200000001
fr347,councildata,#4b4c7a,CALLE ESCORIAZA 4,-3.694765600000000,40.351262100000000
fr348,councildata,#4b4c7a,CALLE SELMA LAGERLOFF 12,-3.687901600000000,40.354374900000003
fr349,councildata,#4b4c7a,CALLE BERROCAL 9,-3.676037699999999,40.344118700000003
fr350,councildata,#4b4c7a,CALLE JESUS DEL PINO 22,-3.623477000000000,40.381435300000000
fr351,councildata,#4b4c7a,CALLE VILLAJIMENA 18,-3.607423800000000,40.406637600000003
fr352,councildata,#4b4c7a,AVENIDA PABLO NERUDA 61,-3.649474700000000,40.382247399999997
fr353,councildata,#4b4c7a,CALLE SAN CLAUDIO 57,-3.639785500000000,40.390270100000002
fr354,councildata,#4b4c7a,CALLE PEDRO LABORDE 14,-3.647868599999999,40.389060499999999
fr355,councildata,#4b4c7a,CALLE SANTA MARTA 20,-3.661749400000000,40.402764800000000
fr356,councildata,#4b4c7a,CALLE MONTE PERDIDO 29,-3.669672000000000,40.393960900000003
fr357,councildata,#4b4c7a,CALLE ALCALA 590,-3.612090100000000,40.446549200000000
fr358,councildata,#4b4c7a,AVENIDA NIZA 67,-3.608151500000000,40.434087300000002
fr359,councildata,#4b4c7a,CALLE ALCALA 423,-3.637356400000000,40.438277399999997
fr360,councildata,#4b4c7a,CALLE JAZMIN 36,-3.666627500000000,40.478631399999998
fr361,councildata,#4b4c7a,CALLE RODRIGUEZ SAN PEDRO 73,-3.716572000000000,40.431816099999999
fr362,councildata,#4b4c7a,CALLE CASTROJERIZ 9,-3.740315400000000,40.385896000000002
fr363,councildata,#4b4c7a,CALLE GENERAL RICARDOS 122,-3.726520700000000,40.392039199999999
fr364,notcouncildata,#c855bc,CALLE MONTERA 38,-3.701701000000000,40.419256999999988
fr365,notcouncildata,#c855bc,CALLE ATOCHA 75,-3.698377100000000,40.412133200000000
fr366,notcouncildata,#c855bc,CALLE EMBAJADORES 43,-3.703645200000000,40.407177200000000
fr367,notcouncildata,#c855bc,CALLE ESTUDIOS 2,-3.707549000000000,40.412347599999997
fr368,notcouncildata,#c855bc,CALLE ATOCHA 56,-3.699018700000000,40.412190199999998
fr369,notcouncildata,#c855bc,CALLE EMBAJADORES 5,-3.706684600000000,40.410550899999997
fr370,notcouncildata,#c855bc,CALLE MARTIN DE VARGAS 8,-3.702920400000000,40.404031900000007
fr371,notcouncildata,#c855bc,CALLE BRAVO MURILLO 301,-3.697797300000000,40.462210700000000
fr372,notcouncildata,#c855bc,CALLE BRAVO MURILLO 311,-3.697099900000000,40.463046899999988
fr373,notcouncildata,#c855bc,AVENIDA MONFORTE DE LEMOS 36,-3.707023000000000,40.479832199999997
fr374,notcouncildata,#c855bc,AVENIDA MONFORTE DE LEMOS 36,-3.707023000000000,40.479832199999997
fr375,notcouncildata,#c855bc,PASEO FLORIDA 2,-3.720290799999999,40.421945699999988
fr376,notcouncildata,#c855bc,CALLE OCA 45,-3.737756700000000,40.389140699999999
fr377,notcouncildata,#c855bc,CALLE GENERAL RICARDOS 101,-3.724747200000000,40.392661799999999
fr378,notcouncildata,#c855bc,CALLE SAN SINESIO 34,-3.742747600000000,40.387708600000003
fr379,notcouncildata,#c855bc,CALLE CASUARIO 2,-3.741440600000000,40.386730100000001
fr380,notcouncildata,#c855bc,CALLE MARCELO USERA 84,-3.706539700000000,40.385857400000013
fr381,notcouncildata,#c855bc,CALLE ANTONIO LOPEZ 160,-3.700954700000000,40.389144700000003
fr382,notcouncildata,#c855bc,CALLE ANTONIO LOPEZ 174,-3.700165000000000,40.388278300000003
fr383,notcouncildata,#c855bc,AVENIDA MONTE IGUELDO 10,-3.668010000000000,40.396929999999998
fr384,notcouncildata,#c855bc,CALLE SAN DIEGO 116,-3.652166700000000,40.389598599999999
fr385,notcouncildata,#c855bc,AVENIDA SAN DIEGO 136,-3.665611600000000,40.384363800000003
fr386,notcouncildata,#c855bc,CALLE CARLOS MARTIN ALVAREZ 5,-3.661856799999999,40.391250900000003
fr387,notcouncildata,#c855bc,AVENIDA ALBUFERA 115,-3.659999400000000,40.393610899999999
fr388,notcouncildata,#c855bc,CALLE PUERTO DE ALCOLEA 4,-3.666470700000000,40.396247099999997
fr389,notcouncildata,#c855bc,CALLE RUICES 2,-3.665829499999999,40.393247199999998
fr390,notcouncildata,#c855bc,AVENIDA ALBUFERA 32,-3.666922300000000,40.396944099999999
fr391,notcouncildata,#c855bc,CALLE DOCTOR BELLIDO 2,-3.666966500000000,40.385409899999999
fr392,notcouncildata,#c855bc,AVENIDA ALBUFERA 19,-3.667369400000000,40.397519699999997
fr393,notcouncildata,#c855bc,AVENIDA MORATALAZ 115,-3.650640500000000,40.406234300000001
fr394,notcouncildata,#c855bc,CALLE DOCTOR MARTIN AREVALO 47,-3.704604799999999,40.346435600000000
fr395,notcouncildata,#c855bc,PASEO ALBERTO PALACIOS 7,-3.709810700000000,40.346157499999997
fr396,notcouncildata,#c855bc,PASEO ALBERTO PALACIOS 9,-3.710075700000000,40.346101500000003
fr397,notcouncildata,#c855bc,PASEO ALBERTO PALACIOS 21,-3.711604900000000,40.345904999999988
fr398,notcouncildata,#c855bc,PASEO GIGANTES Y CABEZUDOS 6,-3.694098400000000,40.360472899999998
fr399,notcouncildata,#c855bc,PASEO GIGANTES Y CABEZUDOS 8,-3.694083100000000,40.360304700000000
fr400,notcouncildata,#c855bc,PASEO GIGANTES Y CABEZUDOS 2,-3.693696400000000,40.352968699999998
