"id","name","latitude","longitude","class","color"
"dataira1423","ROSALIA DE CASTRO, 16, Carballiño: NINGURES","42.43078819999999","-8.0774895","codere","#d2f6fc"
"dataira1424","CL CEDRO, 7, Torrejón de Ardoz: NOCHE Y DIA","40.454812","-3.4548935","codere","#d2f6fc"
"dataira1425","LURKIZAGA, 31, Barakaldo: NOGUEIRA","43.2919642","-2.9907783","codere","#d2f6fc"
"dataira1426","MALVARROSA, 55, Valencia: NOOR PIZZERIA","39.4787952","-0.3281644","codere","#d2f6fc"
"dataira1427","JUAN RIBERA, 9, Vinaròs: NORAY","40.47425399999999","0.477166","codere","#d2f6fc"
"dataira1428","Ronda De Outerio C.C. Los Rosales, 419, A Coruña: Nordes","43.3733862","-8.426004599999999","codere","#d2f6fc"
"dataira1429","Calle OTERO PEDRAYO, 5, Tapia (O Burgo): NOS","43.3175647","-8.3572569","codere","#d2f6fc"
"dataira143","Tasaraño - Xaviña, 48 - TASARAÑO, Tasaraño: Ariño","43.1395764","-9.147763399999999","codere","#d2f6fc"
"dataira1430","ESPERANTO, 25, Benidorm: NOSOTROS","38.5430709","-0.1193673","codere","#d2f6fc"
"dataira1431","Avenida ALFAFAR, 1, Benetússer: NOU BONESTAR","39.4198906","-0.3964959","codere","#d2f6fc"
"dataira1432","SAN CAYETANO, 4: NOU CAFE","39.487205","-0.4523016","codere","#d2f6fc"
"dataira1433","Maestro Juan Magal Benzo, Paterna: Nou Cafe","39.4981822","-0.4345666","codere","#d2f6fc"
"dataira1434","Calle DIEGO FUENTES SERRANO, 26, Elx: NOU DIANA","38.2619591","-0.7126606","codere","#d2f6fc"
"dataira1435","Calle PATERNA, 18, Benaguasil: NOU PELOTARI","39.6010801","-0.5829333999999999","codere","#d2f6fc"
"dataira1436","PATRICIO FERRANDIZ, 2, Denia: NOU PLAÇA","38.8358146","0.1035649","codere","#d2f6fc"
"dataira1437","VALENCIA, 46, Naquera: NOU RACONET EL","39.6542408","-0.4265577","codere","#d2f6fc"
"dataira1438","Avenida SANTIAGO, 68, Ourense: NOVO MILENIO","42.35364149999999","-7.8651962","codere","#d2f6fc"
"dataira1439","Plaza GOBERNADOR C.C. La estacion local 25, 3, Pozuelo de Alarcón: NOVOMATIC POZUELO","40.4475864","-3.8009751","codere","#d2f6fc"
"dataira144","ZAMAKOLA 71, Bilbao: ARKUPE","43.2411781","-2.9219222","codere","#d2f6fc"
"dataira1440","ZABALGANA, 42, Vitoria-Gasteiz: NUESTRO","42.8447699","-2.6961327","codere","#d2f6fc"
"dataira1441","Emilio Gonzalez Lopez, 80: NUEVA ESTACION","43.3739678","-8.431554499999999","codere","#d2f6fc"
"dataira1442","ALDEA SEAN, 7, Boiro: NUEVA MOLINERA","42.64219809999999","-8.8672378","codere","#d2f6fc"
"dataira1443","Alcoy 12, Dénia: Nuevo Alcoy","38.8409675","0.1010013","codere","#d2f6fc"
"dataira1444","RÚA ALBERTO DATAS PANERO, 12: NUEVO MUNDIAL 82","43.3571408","-8.416026000000002","codere","#d2f6fc"
"dataira1445","Calle PORTA COELI, 14, Valencia: NUUK","39.489595","-0.3690024","codere","#d2f6fc"
"dataira1446","AVENIDA DAS MARIÑAS, 40, Oleiros: O ABELLUGU","43.3208543","-8.3116791","codere","#d2f6fc"
"dataira1447","AVENIDA PASTORIZA, 1: O ABUELO","43.2539017","-7.4293788","codere","#d2f6fc"
"dataira1448","EULZA, 56, Barañain: O CAFETTO","42.8010352","-1.690977","codere","#d2f6fc"
"dataira1449","Ctra. San Ramón, 51, Moeche: O CAMPO","43.5640985","-8.0134809","codere","#d2f6fc"
"dataira145","NUESTRA SEÑORA DEL ROSARIO, 7, Mimetiz: ARLEQUIN","43.2144327","-3.1330801","codere","#d2f6fc"
"dataira1450","AVENIDA DEL MAR, 31, Perlio: O CENTRO","43.4739966","-8.1755105","codere","#d2f6fc"
"dataira1451","Avenida DE LA CORUÑA, 37, As Pontes de García Rodríguez: O COLADOR","43.4492098","-7.854302799999999","codere","#d2f6fc"
"dataira1452","Rua Manuel Murguia, 11, Ribeira: O CORNO","42.5259799","-9.01541","codere","#d2f6fc"
"dataira1453","RÚA NUÑO DE OUSENDE, 3, Ourense: O CRISTALLO","42.3381713","-7.858848099999999","codere","#d2f6fc"
"dataira1454","RUA PERFECTINO VIEITEZ, 7, Carballiño o: O CURRUNCHO","42.4303677","-8.0774781","codere","#d2f6fc"
"dataira1455","Rúa Louro, 11, Muros: O ENTRA","42.7584382","-9.078442599999999","codere","#d2f6fc"
"dataira1456","RÚA DAS FIGUEIRAS, 17, San Cibrao: O FARO","43.6949112","-7.442742399999998","codere","#d2f6fc"
"dataira1457","AVENIDA BARCELONA, 33, La Coruña: O FINIKITO","42.8703828","-8.5624446","codere","#d2f6fc"
"dataira1458","RUA SAN ROQUE, 15, Ribadeo: O INDIANO","43.5372748","-7.043341099999999","codere","#d2f6fc"
"dataira1459","Avenida ALGECIRAS, 17, Neda: O LAGAR","43.5014087","-8.155687","codere","#d2f6fc"
"dataira146","Calle ESCRITOR AMANCIO M. RUIZ, 2, Monòver: ARMANDO","38.4359831","-0.840116","codere","#d2f6fc"
"dataira1460","Alcalde Ferreiro, 6, Lalín: O Lago","42.6621295","-8.1096495","codere","#d2f6fc"
"dataira1461","AVENIDA MARQUES DE FIGUEROA, 19, Fene: O LAR DE KIKE","43.4742751","-8.167952399999999","codere","#d2f6fc"
"dataira1462","Calle MARGARITA PARDO DE CELA, 22, Viveiro: O MURO","43.6630258","-7.5953067","codere","#d2f6fc"
"dataira1463","RUA LADEIRA, 34, Baños De Molgas: O PAF","42.239702","-7.675475","codere","#d2f6fc"
"dataira1464","ÁNGELES, 12, Ares: O PALCO","43.4259992","-8.2464997","codere","#d2f6fc"
"dataira1465","Cotelma, 1, Ourense: O Pereiriña","42.3139369","-7.884520500000001","codere","#d2f6fc"
"dataira1466","AVENIDA GALICIA, 30, Porto Do Son: O PORTO","42.726097","-9.004631","codere","#d2f6fc"
"dataira1467","RÚA DA PRAVIA, 10, Vilalba: O POTE","43.29848","-7.68035","codere","#d2f6fc"
"dataira1468","Avenida GENERALISIMO, 39, Meira: O POZO","43.2132604","-7.2942252","codere","#d2f6fc"
"dataira1469","Travesía de Arteixo, 94, Arteixo: O Que Faltaba","43.31240469999999","-8.4989021","codere","#d2f6fc"
"dataira147","Calle CID, DEL, 132, Valencia: ARNICHES","39.4703471","-0.4077188","codere","#d2f6fc"
"dataira1470","ANTONIO PORRUA, 15, Corcubion: O QUENXEIRO","42.9452359","-9.1938011","codere","#d2f6fc"
"dataira1471","Lugar VILAR DE ARRIBA A PERREIRA, Santa Comba: O Rancho","42.988943","-8.874126799999999","codere","#d2f6fc"
"dataira1472","Avenida DA ESTACION, 24, Silleda: O REFUXIO","42.7033654","-8.247639","codere","#d2f6fc"
"dataira1473","CALLE REBOREDO, 20, Vila de Cruces: O REFUXIO","42.7648699","-8.256084099999999","codere","#d2f6fc"
"dataira1474","Av. Naturais de Fene, 25, Fene: O ROIBEN","43.4749458","-8.162572899999999","codere","#d2f6fc"
"dataira1475","PASEO MARITIMO, 2: O RONCUDO DA COSTA DA MORTE","43.3794343","-8.4075835","codere","#d2f6fc"
"dataira1476","Calle LOS BAÑOS s/n, Sestao: O Ryan","43.3097622","-3.0012528","codere","#d2f6fc"
"dataira1477","AVENIDA DE CARBALLO, 40, Pastoriza: O TARRO","43.3291837","-8.4655075","codere","#d2f6fc"
"dataira1478","Avenida DA MARIÑA, 4, Cervo: O TRASGO","43.693137","-7.4460416","codere","#d2f6fc"
"dataira1479","Trece De Abril A Picota, 9, Mazaricos: O VERXEL","42.9334881","-8.988076999999999","codere","#d2f6fc"
"dataira148","Calle ESPAÑOLETO, 48, Ferrol: AROMA","43.4843127","-8.2268196","codere","#d2f6fc"
"dataira1480","Calle RUA DO RECREO, 25, Ordes: O Vintesete","43.0763513","-8.4091755","codere","#d2f6fc"
"dataira1481","Calle DE LAS FLORES, 1, Verín: OASIS","41.9404956","-7.433361","codere","#d2f6fc"
"dataira1482","ALCALDE FERREIRO, 1, Lalin: OASIS","42.6622587","-8.1098784","codere","#d2f6fc"
"dataira1483","RUA PINZON, 62, Camariñas: OASIS","43.13334","-9.18149","codere","#d2f6fc"
"dataira1484","AVENIDA TERRA CHA, 50, Villalba: OASIS","43.2960393","-7.677515999999999","codere","#d2f6fc"
"dataira1485","RUA RAMON MARIA ALLER, 3, A Coruña: OFFENBACH","43.3625193","-8.4182945","codere","#d2f6fc"
"dataira1486","Cascalleta, 2, Pamplona: Ogiberri Txantrea","42.8323078","-1.6327013","codere","#d2f6fc"
"dataira1487","Calle JUAN CARLOS GUERRA, 5, Arrasate: Okoretegi","43.0669526","-2.4896817","codere","#d2f6fc"
"dataira1488","Calle SANCHO DE AZPEITIA, 3, Bilbao: Oktoberfest","43.2698222","-2.943719","codere","#d2f6fc"
"dataira1489","Monte Lacarchela, 2, Pamplona: OLAIZ","42.812526","-1.6457745","codere","#d2f6fc"
"dataira149","Plaza VILLANUEVA DE ALCOLEA, 3, Castelló de la Plana: AROMAS","39.975788","-0.047657","codere","#d2f6fc"
"dataira1490","Avenida PUERTO, 203, Valencia: OLE","39.4625314","-0.34068","codere","#d2f6fc"
"dataira1491","Calle LUIS VIVES, 19, Oliva: OLIVA  SALON","38.9197587","-0.1187855","codere","#d2f6fc"
"dataira1492","Calle CASTAN TOBEÑAS, 9, Valencia: OLIVERETA","39.4726216","-0.4065581","codere","#d2f6fc"
"dataira1493","CALLE BLASCO IBAÑEZ, 1, Chiva: OLIVO EL","39.4726259","-0.7147815","codere","#d2f6fc"
"dataira1494","GOIKOPLAZA, 6, Andoain: OLLOKI","43.2205083","-2.0198315","codere","#d2f6fc"
"dataira1495","MAESTRO JUAN MAGAL BENZO, 9, Paterna: OLOCAU","39.4981035","-0.4346677","codere","#d2f6fc"
"dataira1496","MANUEL ANDRES, 3, Sestao: OMBU EL","43.3083521","-3.0077792","codere","#d2f6fc"
"dataira1497","Calle VERGEL, 4, Ondara: ONDARA","38.8287331","0.0166065","codere","#d2f6fc"
"dataira1498","BARATZATEGI, 5, Donostia - San Sebastian: Onena","43.3141226","-1.9589649","codere","#d2f6fc"
"dataira1499","AVILA KALEA, 2, Bilbao: ONGI ETORRI","43.25725740000001","-2.9396051","codere","#d2f6fc"
"dataira15","LOUREIRO CRESPO, 72, Pontevedra: A DE MEIRA","42.4283986","-8.6303246","codere","#d2f6fc"
"dataira150","Tejeras (Parque Rioja): AROMAS DE RIOJA","42.45214379999999","-2.467706","codere","#d2f6fc"
"dataira1500","Andrearriaga, 1, Irun: ONGI ETORRI","43.3304809","-1.8157211","codere","#d2f6fc"
"dataira1501","CL CIRCUNVALACION, 70, Torrejón de Ardoz: ONYXI@","40.4565874","-3.4558121","codere","#d2f6fc"
"dataira1502","Triunfo Santa Marina, 17, Fernan Nuñez: Oper Salon","37.669936","-4.7255956","codere","#d2f6fc"
"dataira1503","John Lennon, 2: Oper Salon Ecija","37.5414656","-5.0826742","codere","#d2f6fc"
"dataira1504","Explanada De La Estación, 4: Oper Salon Fuentes De Andalucia","37.4631866","-5.3431248","codere","#d2f6fc"
"dataira1505","Av. De Lora Del Rio: Oper Salon La Campana","37.6563895","-5.524790599999999","codere","#d2f6fc"
"dataira1506","Alfonso XII, 65: Oper Salon Osuna","37.2395285","-5.1102679","codere","#d2f6fc"
"dataira1507","Marcos Redondo, 13: Oper Salon Pozoblanco","38.3770629","-4.8494709","codere","#d2f6fc"
"dataira1508","JOSE GALVEZ, 7: OPERA PRIMA","38.06006010000001","-0.8688129","codere","#d2f6fc"
"dataira1509","RAMON GORGE, 1, Elda: ORIGEN CAFE","38.4766228","-0.7926169","codere","#d2f6fc"
"dataira151","DO BALNEARIO, 99, O Carballiño: ARRANCADEIRA","42.4305309","-8.081411","codere","#d2f6fc"
"dataira1510","Valencia, 28, Castelló de la Plana: ORIGENES","39.9792819","-0.0441393","codere","#d2f6fc"
"dataira1511","Calle Castillo, 2, Olite: ORLY","28.46754","-16.24978","codere","#d2f6fc"
"dataira1512","Calle PINTOR LAXEIRO, 39, Lalín: ORLY DE LALIN","42.659252","-8.1091333","codere","#d2f6fc"
"dataira1513","Fermin Lasuen, 5 - Vitoria-Gasteiz, Vitoria-Gasteiz: Orozco","42.855554","-2.6700871","codere","#d2f6fc"
"dataira1514","MAESTRO BELLVER, 18: ORTIZ","39.4656612","-0.3914993","codere","#d2f6fc"
"dataira1515","Avenida CAMPOS NOVOS, 26, Lugo: OS CACHIVACHES","42.9934818","-7.552589599999999","codere","#d2f6fc"
"dataira1516","AVENIDA A CORUÑA, 131, Rabade: OS CASTRO","43.1212565","-7.6297705","codere","#d2f6fc"
"dataira1517","Calle RAFAEL ALBERTI, 38, A Coruña: OS CODILLOS","43.346756","-8.407172","codere","#d2f6fc"
"dataira1518","Calle DE LUINTRA, 12, Luintra: OS CORZOS","42.4107777","-7.727030699999999","codere","#d2f6fc"
"dataira1519","FRANCIA, 2, Vitoria-Gasteiz: OSABA","42.8473662","-2.6677519","codere","#d2f6fc"
"dataira152","ARRANDI, 5, Barakaldo: ARRANDI","43.2968057","-2.9849585","codere","#d2f6fc"
"dataira1520","AV. LEHENDAKARI AGUIRRE, 175, Bilbao: OSASUNA","43.2809693","-2.9628126","codere","#d2f6fc"
"dataira1521","Avenida BARRAÑA, 51, Boiro: OSIRIS","42.6415647","-8.8820493","codere","#d2f6fc"
"dataira1522","MADARIAGA, 31, Bilbao: OSKARBI","43.2709342","-2.9489079","codere","#d2f6fc"
"dataira1523","LERSUNDI, 9, Deba: Oskarbi Kafetegi","43.2937805","-2.354346","codere","#d2f6fc"
"dataira1524","Roncesvalles: OSPEL","42.83580449999999","-1.5861317","codere","#d2f6fc"
"dataira1525","Calle ABAJO, 9, Artziniega: Ostargi","43.1213592","-3.1293934","codere","#d2f6fc"
"dataira1526","OLOF PALME, 3, Alicante: PA MALA YO","38.3618927","-0.4882575","codere","#d2f6fc"
"dataira1527","LUGAR OUTEIRO, 102, Rianxo: PACHECO","42.68085","-8.8137399","codere","#d2f6fc"
"dataira1528","Rua Do Vinteun, 19, Ourense: Paco","42.3571718","-7.863855600000001","codere","#d2f6fc"
"dataira1529","CRTA. ENTRENA, 6, Navarrete: Pacos","42.4281391","-2.5618025","codere","#d2f6fc"
"dataira153","Calle MARIA LUISA DURAN MARQUINA, 8, A Coruña: ARRIBA LA CUCHARA","43.3698669","-8.4179247","codere","#d2f6fc"
"dataira1530","Calle ALQUERIA DE RAGA, 12, Picanya: PADEL TISTAFER","39.4373235","-0.4300404","codere","#d2f6fc"
"dataira1531","Ipiñarrieta, 6, Urretxu: Pagoeta","43.0881637","-2.32103","codere","#d2f6fc"
"dataira1532","Calle MAESTRO SERRANO, 25, Paiporta: PAIPORTA","39.42502","-0.416138","codere","#d2f6fc"
"dataira1533","ERREKAKOETXE, 0006, Bilbao: PALACE","43.2634303","-2.9356481","codere","#d2f6fc"
"dataira1534","Calle NUEVA, 36, Suera: PALAS","39.9514109","-0.3343479","codere","#d2f6fc"
"dataira1535","Calle CONCEPCION ARENAL, 2, A Coruña: PALLOZA","43.3580358","-8.4028914","codere","#d2f6fc"
"dataira1536","SAGRADA, 21, A Estrada: PANADEIRO","42.6196426","-8.4372723","codere","#d2f6fc"
"dataira1537","Calle ARQUITECTO SEGURA LAGO, 8, Valencia: PANKY","39.4550953","-0.4040779","codere","#d2f6fc"
"dataira1538","PRAZA PORTAL, 10, A Porta: PAPORUBIO","43.04004","-8.024469999999999","codere","#d2f6fc"
"dataira1539","XENILLET, 14, Torrent: PAQUITO","39.4406938","-0.4682131999999999","codere","#d2f6fc"
"dataira154","Avenida Terra Cha, 14, Riberas De Lea (Castro de Rey): ARRINCADEIRA","43.13826650000001","-7.493276799999999","codere","#d2f6fc"
"dataira1540","XERONI MONSORIU, 3, Valencia: PARA I FONDA","39.7121709","-0.3486598","codere","#d2f6fc"
"dataira1541","Av. Blasco Ibáñez, 2, Alaquàs: PARADA","39.4561183","-0.4549884","codere","#d2f6fc"
"dataira1542","Av. ALCALDE MANUEL PLATAS VARELA,, 16, Arteixo: PARADA","43.31708","-8.4880409","codere","#d2f6fc"
"dataira1543","Plaza Praza de España, 25, Ferrol: PARADA","43.4863638","-8.2272077","codere","#d2f6fc"
"dataira1544","calle VALLE DE EGÜÉS, 42, Pamplona: PARADA DE NOA LA","42.8057806","-1.6226583","codere","#d2f6fc"
"dataira1545","Calle LEON SANCHEZ SAEZ, 85, Elx: PARADAIS","38.2689363","-0.7171215","codere","#d2f6fc"
"dataira1546","Avenida FINISTERRE, 235, A Coruña: PARADISE 2","43.3593261","-8.4190638","codere","#d2f6fc"
"dataira1547","LUGAR O FOXO - RIAL, 5 - O Foxo, Foxo: Parador","43.0441268","-8.6690545","codere","#d2f6fc"
"dataira1548","Calle ARANA, 15 - Vitoria-Gasteiz, Vitoria-Gasteiz: PARALELO EL","42.8505068","-2.6658048","codere","#d2f6fc"
"dataira1549","Xoan Manuel Pinto, 8, Ourense: Paraxe","42.3224707","-7.8655169","codere","#d2f6fc"
"dataira155","MAR DE BARENTS, 2, Castello De La Plana: ARTE PURO","39.9757828","-0.0553117","codere","#d2f6fc"
"dataira1550","ARMADA ESPAÑOLA, 31, Ferrol: PARAXE","43.4848496","-8.2039863","codere","#d2f6fc"
"dataira1551","Calle PARDO GIMENO, 17, Alacant: PARDO GIMENO","38.3417002","-0.4974844","codere","#d2f6fc"
"dataira1552","JACINTO BENAVENTE, 41, Paterna: PARIS","39.5060985","-0.4419459","codere","#d2f6fc"
"dataira1553","Calle OURENSE, Ferreira de Pantón: PARIS","42.5055128","-7.6256651","codere","#d2f6fc"
"dataira1554","MARQUES DE SEOANE, 1, Pasaia: PARISIEN","43.3240552","-1.9275329","codere","#d2f6fc"
"dataira1555","Calle ROSALIA DE CASTRO,s/n, Ribadeo: Parking Bus","43.541835","-7.0415852","codere","#d2f6fc"
"dataira1556","Estrada Po-F, 504, 52 - Sanxenxo, Sanxenxo: PARLADOIRO","42.4069238","-8.8135373","codere","#d2f6fc"
"dataira1557","PLAZA SANT ISIDRE, 9, Cullera: PARQUE DE CULLERA","39.16131970000001","-0.2438064","codere","#d2f6fc"
"dataira1558","Albocacer, 20, Valencia: PARQUE EL","40.25125000000001","-0.35604","codere","#d2f6fc"
"dataira1559","TRAVESIA DE MEICENDE, 170, A Coruña: PARRILLADA FUENTES","43.3466236","-8.446518","codere","#d2f6fc"
"dataira156","ANTONIO ANDRADE, 6, Cee: As Baleas","42.956112","-9.189259","codere","#d2f6fc"
"dataira1560","San Vicente, 30, A Coruña: Parrillada Qiu","43.352114","-8.412759","codere","#d2f6fc"
"dataira1561","TENOR LAURI VOLPI, 7, Valencia: PASARELA","39.4876993","-0.3931755","codere","#d2f6fc"
"dataira1562","CL MORATALAZ, 19, Madrid: PASCUAL","40.4072203","-3.6570055","codere","#d2f6fc"
"dataira1563","ACEQUIA DE FAITANAR, 19, Paiporta: PASCUALETA LA","39.4294573","-0.4056147","codere","#d2f6fc"
"dataira1564","AMADEO AGUILAR LABORDA, 5, Alaquas: PASSATGE","39.4559489","-0.4610499","codere","#d2f6fc"
"dataira1565","NEVEDA, 2, Oleiros: PATILLERO","43.345771","-8.344340299999999","codere","#d2f6fc"
"dataira1566","DOMINGO BELTRAN DE OTAZU, 0037 , Vitoria-Gasteiz: PATRON EL","42.8531864","-2.6770385","codere","#d2f6fc"
"dataira1567","BORIÑOGUREN KALEA, 43, Amurrio: PATXI II","43.0497777","-2.9974809","codere","#d2f6fc"
"dataira1568","Calle SANTIAGO, 21, Sangüesa: Patxi Sanguesa","42.575657","-1.2829913","codere","#d2f6fc"
"dataira1569","Plaza ESPERANTO, 1, Castelló de la Plana: PAU","39.9751441","-0.04634249999999999","codere","#d2f6fc"
"dataira157","Perez Galdos, 3, Logroño: As De Copas","42.4606804","-2.4464566","codere","#d2f6fc"
"dataira1570","Calle PINTOR VELAZQUEZ, 12, Burjassot: PAULA","39.5043163","-0.4172664","codere","#d2f6fc"
"dataira1571","SAN CARLOS, 85: PAUSA","39.3982797","-0.4111824","codere","#d2f6fc"
"dataira1572","Calle RETUERTO, 55, Barakaldo: PAUSE AND PLAY BARAKALDO","43.2872605","-3.0078093","codere","#d2f6fc"
"dataira1573","Calle LERIDA, 1, Logroño: PAUSE AND PLAY BERCEO","42.4629499","-2.4194346","codere","#d2f6fc"
"dataira1574","Urbanizacion LAS CAMARETAS,s/n, Golmayo: PAUSE AND PLAY CAMARETAS","41.7725237","-2.4987422","codere","#d2f6fc"
"dataira1575","N II KM 34, Alcala De Henares: PAUSE AND PLAY CUADERNILLOS","40.505494","-3.333367","codere","#d2f6fc"
"dataira1576","Deleite L-31D, Aranjuez: PAUSE AND PLAY DELEITE","40.0238476","-3.617441599999999","codere","#d2f6fc"
"dataira1577","Avenida de la Constitución 2, Ponferrada: PAUSE AND PLAY EL ROSAL","42.556179","-6.602721","codere","#d2f6fc"
"dataira1578","CTRA. A-3604 CENTRO COMERCIAL GORBEIA, 13, Etxabarri-Ibiña: PAUSE AND PLAY GORBEIA","42.9113648","-2.7143518","codere","#d2f6fc"
"dataira1579","DE OJÉN, S/N PARQUE COMERCIAL LA CAÑADA, Marbella: PAUSE AND PLAY LA CAÑADA","36.5215271","-4.8745951","codere","#d2f6fc"
"dataira158","NUEVA DE CARANZA, 88: AS GAUNAS","43.4878407","-8.2178931","codere","#d2f6fc"
"dataira1580","SEVILLA KM 6, 5 C.C. LA VERONICA, Antequera: PAUSE AND PLAY LA VERONICA","37.3890924","-5.9844589","codere","#d2f6fc"
"dataira1581","A92, KM 8.8 C.C. LOS ALCORES, Alcala De Guadaira: PAUSE AND PLAY LOS ALCORES","37.35171","-5.8580035","codere","#d2f6fc"
"dataira1582","Carretera de Madrid Nacional V Km 114, Talavera: PAUSE AND PLAY LOS ALFARES","39.9629363","-4.797584","codere","#d2f6fc"
"dataira1583","DE LOS DESCUBRIMIENTOS, S/N C.C. METROMAR, Mairena: PAUSE AND PLAY METROMAR","37.3505662","-6.0504304","codere","#d2f6fc"
"dataira1584","CALLE GRAL. VILLALBA, 58, Melilla: PAUSE AND PLAY PARQUE MURIAS","35.2708396","-2.9386651","codere","#d2f6fc"
"dataira1585","JUAN CARLOS I (C.C. PLANET OCIO), Collado Villalba: PAUSE AND PLAY PLANET OCIO","40.637283","-4.017397400000001","codere","#d2f6fc"
"dataira1586","Polígono PLAZA,C.C.PLAZA IMPERIAL LOCAL 59-60 - Zaragoza: PAUSE AND PLAY PLAZA IMPERIAL","41.6488226","-0.8890853","codere","#d2f6fc"
"dataira1587","Calle Alfonso Ponce de León 3 LOCAL 11, Malaga: PAUSE AND PLAY PLAZA MAYOR","36.6568165","-4.4786534","codere","#d2f6fc"
"dataira1588","Travesia Jardines Reales, Zaragoza: PAUSE AND PLAY PUERTO VENECIA","41.6085121","-0.8858174000000001","codere","#d2f6fc"
"dataira1589","MONDRAGON (C.C. Sambil Madrid), Leganes: PAUSE AND PLAY SAMBIL","40.35895300000001","-3.776065","codere","#d2f6fc"
"dataira159","SANJURJO CARRICARTE, 13, Culleredo: AS TRES MARIAS","43.31501309999999","-8.367321","codere","#d2f6fc"
"dataira1590","Calle Explanada de la Estación, S/N, Malaga: PAUSE AND PLAY VIALIA MALAGA","36.7123291","-4.432400200000001","codere","#d2f6fc"
"dataira1591","DE LA ESTACION, Salamanca: PAUSE AND PLAY VIALIA SALAMANCA","40.971977","-5.648848","codere","#d2f6fc"
"dataira1592","Av Monti, 7, Tales: PAYMA","39.9486722","-0.3061407","codere","#d2f6fc"
"dataira1593","ALONSO ALLENDE, 30, Portugalete: PAZ","43.31323","-3.01648","codere","#d2f6fc"
"dataira1594","Calle DOCTOR GALAN, 4, Pamplona: PEDGARRE","42.819579","-1.6701839","codere","#d2f6fc"
"dataira1595","MANUEL ANDRES, 2, Valencia: PENSAT I FET","39.448091","-0.3337532","codere","#d2f6fc"
"dataira1596","AIZPITARTE PASABIDEA, 9, Renteria: PEÑA","43.309986","-1.891197","codere","#d2f6fc"
"dataira1597","Calle Escultor Navarro Santafé, 52, Villena: PEÑA MADRIDISTA","40.330077","-3.766035","codere","#d2f6fc"
"dataira1598","Plaza CONSTITUCION, 2, Vinaròs: PEÑA MADRIDISTA DE VINAROZ","40.4689599","0.4748013","codere","#d2f6fc"
"dataira1599","RUA PEÑA TREVINCA, 15, Ourense: PEÑA TREVINCA","42.3348","-7.860939799999999","codere","#d2f6fc"
"dataira16","Novo Mesoiro, 5, Coruña: A DO CUÑADO","43.3257157","-8.432811","codere","#d2f6fc"
"dataira160","GALICIA, 15, As Pontes: AS TRES PONTES","43.44685","-7.852729999999999","codere","#d2f6fc"
"dataira1600","Calle ABEN AL ABBAR, 4, Valencia: PEÑAROL","39.4665432","-0.352808","codere","#d2f6fc"
"dataira1601","PABLO PICASSO 0001, Orihuela-Costa: PEPE S","37.932438","-0.7260557999999999","codere","#d2f6fc"
"dataira1602","ALCALDE MANUEL PLATAS VARELA, 57: PEPUCHO","43.3172267","-8.4847255","codere","#d2f6fc"
"dataira1603","Constitució, 50, El Verger: PEQUEÑO LEVANTE","38.8192336","-0.0320631","codere","#d2f6fc"
"dataira1604","Alfahuir, 8, Gandia: PERDIZ LA","38.92974299999999","-0.2505752","codere","#d2f6fc"
"dataira1605","Bravo Murillo, 160, Alcobendas: PEREDA","40.452141","-3.702570999999999","codere","#d2f6fc"
"dataira1606","Severo Ochoa 3, Alcobendas: PEREDA","40.5233389","-3.6533623","codere","#d2f6fc"
"dataira1607","CL CASTILLO,S/N, Torrejón de la Calzada: PEREZ","40.201395","-3.801584","codere","#d2f6fc"
"dataira1608","Avenida ROSALIA DE CASTRO, 164, Barreira (perillo): PERILLO","43.3327348","-8.370895899999999","codere","#d2f6fc"
"dataira1609","Calle MALECON DE SAN LAZARO, 5, Noia: PERLA 2","42.781876","-8.886093299999999","codere","#d2f6fc"
"dataira161","Rúa San Xurxo, 2, Camariñas: AS VEGAS","43.1347876","-9.182612899999999","codere","#d2f6fc"
"dataira1610","Monleon 2, Alcobendas: PERNIL EXTREMEÑO","40.39257200000001","-3.6545014","codere","#d2f6fc"
"dataira1611","Calle VILLA DE NEGREIRA, 60, A Coruña: PES K 2","43.3634749","-8.4228521","codere","#d2f6fc"
"dataira1612","Calle LEPANTO, 17, Benidorm: PETER S SPORT BAR","38.5383745","-0.1152123","codere","#d2f6fc"
"dataira1613","RÚA FEIRA NOVA, 28, Ourense: PETISKOSS","42.3477198","-7.877511799999999","codere","#d2f6fc"
"dataira1614","CARRER DE SANT GREGORI, 70, Vinaros: PETIT","40.4735672","0.4776402","codere","#d2f6fc"
"dataira1615","SAN ROQUE, 45, Ribadeo: PICA","43.5374474","-7.0445845","codere","#d2f6fc"
"dataira1616","Plaza CASCORRO, 5, Madrid: Picadilly Cascorro","40.411127","-3.7074085","codere","#d2f6fc"
"dataira1617","Ronda OUTEIRO, 418, A Coruña: PICO FINO","43.3741867","-8.4242911","codere","#d2f6fc"
"dataira1618","ARXIPRESTE NAVARRO NOGUEROLES, 15, Santa Pola: PILAR EL","38.1965614","-0.5612438","codere","#d2f6fc"
"dataira1619","Calle ESTRADA, 17, Cedeira: PILISKY","43.6582874","-8.0515264","codere","#d2f6fc"
"dataira162","Aldea San Martin De Abaixo, 1, Fisterra: ASADOR SAN ROQUE","42.9154014","-9.2676992","codere","#d2f6fc"
"dataira1620","CASTELLDEFELS, 8, Castellon De La Plana: PINA","39.9916468","-0.0328132","codere","#d2f6fc"
"dataira1621","LA MARINA BAIXA, 4, La Nucia: PINCHOS SPORT","38.6057121","-0.1261013","codere","#d2f6fc"
