id,name,longitude,latitude,class,color
ense73,CEIPS Martína García,-3.515650707076111,40.62955264147501,ense,#ffa258
ense74,CEIP Alarilla,-3.161451367663103,40.11647117270649,ense,#ffa258
ense75,CEIP Carlos Ruiz,-4.006557549979515,40.5751031000021,ense,#ffa258
ense76,CEIP San Gregorio,-3.997873950887309,40.58306104169941,ense,#ffa258
ense77,CEIP La Alhóndiga,-3.738116954150454,40.306635309921425,ense,#ffa258
ense78,CEIP Ortiz Echague,-3.723892139540956,40.312373962904225,ense,#ffa258
ense79,CEIP Santa Margarita María Alacoque,-3.72192272894979,40.31752150997669,ense,#ffa258
ense80,CEIP Sagrado Corazón,-3.7326146743568103,40.306012613432586,ense,#ffa258
ense81,IES Matemático Puig Adam,-3.7352494563311613,40.299392148827046,ense,#ffa258
ense82,CEIP Seseña y Benavente,-3.7378076482022857,40.32687191316376,ense,#ffa258
ense83,IES Alarnes,-3.7348207620275597,40.300007498942165,ense,#ffa258
ense84,CEIP San José de Calasanz,-3.7306743215413274,40.310502457610866,ense,#ffa258
ense85,CEIP Ciudad de Madrid,-3.72071588399274,40.31692541947525,ense,#ffa258
ense86,CEIP Garcilaso de la Vega,-3.851785568509945,40.21505919894654,ense,#ffa258
ense87,CEIP Alejandro Rubio,-3.695253867843428,40.78127079372237,ense,#ffa258
ense88,CEIP Villa de Guadarrama,-4.088628118100668,40.666543605852134,ense,#ffa258
ense89,CEIP Virgen de la Encina,-3.9003510096190395,40.6249239714359,ense,#ffa258
ense90,CEIP Hermanos Torá,-3.830346593203906,40.249414218492014,ense,#ffa258
ense91,CEIP Calderón de la Barca,-3.7668398696623404,40.33556611697393,ense,#ffa258
ense92,CEIP Lepanto,-3.7696574480049927,40.335907768792,ense,#ffa258
ense93,CEIP Marqués de Leganés,-3.7681080176535087,40.32489086389032,ense,#ffa258
ense94,CEIP Gonzalo de Berceo,-3.779334172446667,40.360410852644236,ense,#ffa258
ense95,CEIP Victor Pradera,-3.7541708571941395,40.338604415445516,ense,#ffa258
ense96,CEIP Miguel de Cervantes,-3.7813903381798193,40.33142363059977,ense,#ffa258
ense97,CEIP Ortega y Gasset,-3.752222936831044,40.32964398284315,ense,#ffa258
ense98,CEIP Aben Hazam,-3.7512383079282583,40.332145918841526,ense,#ffa258
ense99,IES José de Churriguera,-3.7621299767715874,40.32293937944384,ense,#ffa258
ense100,IES Luis Víves,-3.7645721316718026,40.33908568640238,ense,#ffa258
ense101,IES María Zambrano,-3.7475952325129307,40.33058390994958,ense,#ffa258
ense102,CEIP Duque de Alba,-3.413464354778363,40.37966727702369,ense,#ffa258
ense103,IES Cervantes,-3.703266918288375,40.405835787242026,ense,#ffa258
ense104,CEIP Dámaso Alonso,-3.7088039471930268,40.34607161847008,ense,#ffa258
ense105,EA Francisco Alcántara,-3.7243036619671335,40.426760038508476,ense,#ffa258
ense106,CEIP Isaac Albéniz,-3.6690928716875852,40.46438103988621,ense,#ffa258
ense107,CEIP Ciudad de Jaén,-3.700974872006059,40.37232689681068,ense,#ffa258
ense108,CEIP Vasco Núñez de Balboa,-3.686507965261821,40.4996390359126,ense,#ffa258
ense109,CEIP Escuelas Aguirre,-3.6744927357505266,40.41459285809261,ense,#ffa258
ense110,CEIP Agustína Díez,-3.647190974126547,40.38833427617888,ense,#ffa258
ense111,CEIP Alberto Alcocer,-3.6122034704170782,40.43311973956424,ense,#ffa258
ense112,CEIP Alfonso X El Sabio,-3.6037645314738285,40.40308283772571,ense,#ffa258
ense113,CEIP Antonio Machado,-3.7545377871380508,40.367305091677665,ense,#ffa258
ense114,CEIP De Prácticas Asunción Rincón,-3.711146757307754,40.44012100614649,ense,#ffa258
ense115,CEIP Azorín,-3.686611896910012,40.34289912641419,ense,#ffa258
ense116,CEIP Barcelona,-3.6967223409131336,40.358577645025754,ense,#ffa258
ense117,CEIP Bolivia,-3.7512617041255565,40.407443818939136,ense,#ffa258
ense118,CEIP Escuelas Bosque,-3.7122693347101428,40.459339277596435,ense,#ffa258
ense119,CEIP Capitán Cortés,-3.74287306033212,40.38086722554785,ense,#ffa258
ense120,CEIP Cervantes,-3.703102057707103,40.446602642132916,ense,#ffa258
ense121,CEIP Ciudad de los Ángeles,-3.696091649386078,40.35565347329205,ense,#ffa258
ense122,CEIP Ciudad Pegaso,-3.5983934284459154,40.44728217954858,ense,#ffa258
ense123,CEIP Claudio Moyano,-3.7088476165010897,40.43900900122347,ense,#ffa258
ense124,CEIP Conde de Romanones,-3.64219201056614,40.43756966877374,ense,#ffa258
ense125,CEIP Cristóbal Colón,-3.705908562266414,40.350702009157104,ense,#ffa258
ense126,CEIP Emilia Pardo Bazán,-3.705527879017792,40.406794991339154,ense,#ffa258
ense127,CEIP Francisco Fatou,-3.618343350560434,40.37616765556076,ense,#ffa258
ense128,CEIP Francisco de Quevedo,-3.679379238016071,40.404726353445156,ense,#ffa258
ense129,CEIP Francisco Ruano,-3.6735477329797632,40.38009358452768,ense,#ffa258
ense130,CEIP Fray Junípero Serra,-3.658370114942143,40.39538835286091,ense,#ffa258
ense131,CEE Fray Pedro Ponce de León,-3.75328396512859,40.393268432136956,ense,#ffa258
ense132,CEIP Reina Victoria,-3.6796915947929203,40.43342733918822,ense,#ffa258
ense133,CEIP Gonzalo Fernández de Córdoba,-3.779029724374592,40.39431406505621,ense,#ffa258
ense134,CEIP Gustavo Adolfo Becquer,-3.64948846777777,40.423889223582485,ense,#ffa258
ense135,CEIP Haití,-3.7467593067758376,40.386076470025095,ense,#ffa258
ense136,CEIP Hermanos Pinzón,-3.7687804139004837,40.39862592711173,ense,#ffa258
ense137,CEIP Hernan Cortés,-3.750871208199483,40.391392221445344,ense,#ffa258
ense138,CEIP Honduras,-3.6205694366892125,40.37741700932708,ense,#ffa258
ense139,CEE Hospital del Niño Jesús,-3.6768548413934097,40.41389436577267,ense,#ffa258
ense140,CEE María Soriano,-3.7619525447146143,40.36262579749633,ense,#ffa258
ense141,CEIP Isaac Peral,-3.7308951750593176,40.386601257287445,ense,#ffa258
ense142,CEIP Luis Bello,-3.6734747012602416,40.44369796800593,ense,#ffa258
ense143,CEIP Jaime Balmes,-3.670856581455245,40.38788408374572,ense,#ffa258
ense144,CEIP Javier de Miguel,-3.657968281184852,40.38557973364557,ense,#ffa258
ense145,CEIP Joaquín Dicenta,-3.738054592826318,40.40567301535122,ense,#ffa258
ense146,CEIP José María de Pereda,-3.6749544829942344,40.38176107615905,ense,#ffa258
ense147,CEIP Jovellanos,-3.782731331819343,40.37919888724931,ense,#ffa258
ense148,CEIP Juan de la Cierva,-3.6904227331262063,40.35405679890447,ense,#ffa258
ense149,CEIP Juan Ramón Jiménez,-3.7029714957018713,40.463495280751,ense,#ffa258
ense150,CEIP Juan Sebastián Elcano,-3.7047186111532793,40.38908809276248,ense,#ffa258
ense151,CEIP Luis de Góngora,-3.714921591804599,40.47477327285703,ense,#ffa258
ense152,CEIP Manuel de Falla,-3.7056620083150014,40.34625299509173,ense,#ffa258
ense153,CEIP Jorge Manrique,-3.710484667538984,40.38840415438933,ense,#ffa258
ense154,CEIP Marqués de Marcenado,-3.7202735641216504,40.410334720147574,ense,#ffa258
ense155,CEIP Amos Acero,-3.664123701166293,40.38973377703036,ense,#ffa258
ense156,CEIP Méjico,-3.6507735841759152,40.44347664212828,ense,#ffa258
ense157,CEIP Méndez Núñez,-3.6597404755072596,40.4789752786381,ense,#ffa258
ense158,CEIP Menéndez y Pelayo,-3.6915151783210924,40.405636396840094,ense,#ffa258
ense159,CEIP Menéndez Pidal,-3.641144557961234,40.400521228763424,ense,#ffa258
ense160,CEIP Mesonero Romanos,-3.645002014268377,40.39353574821873,ense,#ffa258
ense161,CEIP Navas de Tolosa,-3.6860978844769337,40.344460761348266,ense,#ffa258
ense162,CEIP Eduardo Rojo,-3.6629464908466276,40.38743420296154,ense,#ffa258
ense163,CEIP Ntra. Sra. de la Concepción,-3.6499229410178473,40.43718412115289,ense,#ffa258
ense164,CEIP Padre Coloma,-3.6152111461214282,40.44877948710596,ense,#ffa258
ense165,CEIP Padre Mariana,-3.6707036599363327,40.37721819015211,ense,#ffa258
ense166,CEIP Padre Poveda,-3.6677826364278645,40.45118143741171,ense,#ffa258
ense167,CEIP Parque Aluche,-3.7609509213596093,40.3908488476666,ense,#ffa258
ense168,CEIP Perú,-3.7141512968928976,40.39421044134797,ense,#ffa258
ense169,CEIP Pinar del Rey,-3.6541710196953017,40.471592556112704,ense,#ffa258
ense170,CEIP Pío XII,-3.6937826679660395,40.46689312801395,ense,#ffa258
ense171,CEIP Puerto Rico,-3.719153216907139,40.36817919998684,ense,#ffa258
ense172,CEIP Gonzalo de Berceo,-3.725433922526814,40.382716695290625,ense,#ffa258
ense173,CEIP Ramiro de Maeztu,-3.6879711579763126,40.44298197332652,ense,#ffa258
ense174,CEIP Regimiento Inmemorial del Rey,-3.6569902832021723,40.40738728689014,ense,#ffa258
ense175,CEIP República del Brasil,-3.689480584061331,40.37023380947226,ense,#ffa258
ense176,CEIP República Dominicana,-3.7520783149102415,40.375978853740655,ense,#ffa258
ense177,CEIP República de Ecuador,-3.725266235765855,40.387952024931806,ense,#ffa258
ense178,CEIP República del Paraguay,-3.6951999370188062,40.492226784202764,ense,#ffa258
ense179,CEIP República del Uruguay,-3.7411663048372703,40.39389629161864,ense,#ffa258
ense180,CEIP República de Venezuela,-3.7141326928124254,40.38352578482297,ense,#ffa258
ense181,CEIP Los Rosales,-3.6774954094958803,40.35198006054459,ense,#ffa258
ense182,CEIP Rufino Blanco,-3.7022121168050575,40.43813958831272,ense,#ffa258
ense183,CEIP Sagunto,-3.6850658635189006,40.341376735989165,ense,#ffa258
ense184,CEIP San Carlos,-3.7115692698766103,40.343667213889425,ense,#ffa258
ense185,CEIP San Eugenio y San Isidro,-3.7031106424482365,40.40214302210533,ense,#ffa258
ense186,CEIP San Ignacio de Loyola,-3.7230460721233807,40.38416409534299,ense,#ffa258
ense187,CEIP San Ildefonso,-3.712217218828524,40.41306031482322,ense,#ffa258
ense188,CEIP San Isidoro,-3.681341975112274,40.40653463568604,ense,#ffa258
ense189,CEIP San Juan de la Cruz,-3.6796238695435326,40.459481777248016,ense,#ffa258
ense190,CEIP San Pablo,-3.6515989746499598,40.38971494110905,ense,#ffa258
ense191,CEIP Santa María,-3.7065342780047446,40.40611316661455,ense,#ffa258
ense192,CEIP Santo Domingo,-3.6460599115149512,40.39203433231251,ense,#ffa258
ense193,CEIP Tirso de Molina,-3.6880308577266137,40.392143570884876,ense,#ffa258
ense194,CEIP La Alameda,-3.6076491964300104,40.43798162240812,ense,#ffa258
ense195,CEIP Arcipreste de Hita,-3.725468607835111,40.384851631152465,ense,#ffa258
ense196,CEIP Portugal,-3.714760330729561,40.42505366545612,ense,#ffa258
ense197,CEIP Tomás Bretón,-3.7160629090534028,40.40114461056628,ense,#ffa258
ense198,CEIP Amador de los Ríos,-3.666556576121126,40.42615244719371,ense,#ffa258
ense199,CEIP Aravaca,-3.785565364517285,40.46084634979809,ense,#ffa258
ense200,CEIP Carlos V,-3.6548627339593143,40.43713822620224,ense,#ffa258
ense201,CEIP Carmen Cabezuelo,-3.628859589038824,40.43027356972366,ense,#ffa258
ense202,CEIP Concepción Arenal,-3.7150119798059626,40.397601542223654,ense,#ffa258
ense203,CEIP Doctor Conde Arruga,-3.6436278773926,40.40390385658007,ense,#ffa258
ense204,CEIP Costa Rica,-3.7559659966187007,40.38549412146772,ense,#ffa258
ense205,CEIP Cuba,-3.761659406821711,40.39516853196735,ense,#ffa258
ense206,CEIP Doctor Federico Rubio,-3.7112166523119967,40.452345782067106,ense,#ffa258
ense207,CEIP Ermita del Santo,-3.7238640349797043,40.41104202968533,ense,#ffa258
ense208,CEIP Felipe II,-3.6971738783615846,40.473160978769904,ense,#ffa258
ense209,CEIP Fernández Moratín,-3.7270737209829456,40.426733641653406,ense,#ffa258
ense210,CEIP Fernando El Católico,-3.709339212542216,40.43417715634229,ense,#ffa258
ense211,CEIP Francisco de Luis,-3.6603044335942942,40.40884589512317,ense,#ffa258
ense212,CEIP García Morente,-3.6654475380217213,40.37340166185602,ense,#ffa258
ense213,CEIP Pi i Margall,-3.7045828156072727,40.42691794519361,ense,#ffa258
ense214,CEIP Francisco de Goya,-3.727730244825341,40.41108082302468,ense,#ffa258
ense215,CEIP Isabel la Católica,-3.699593695421101,40.426677972818545,ense,#ffa258
ense216,CEIP Joaquín Costa,-3.7146257309874553,40.40564902271298,ense,#ffa258
ense217,CEIP José Calvo Sotelo,-3.673661183372796,40.40093996286003,ense,#ffa258
ense218,CEIP Legado Crespo,-3.7039288632460763,40.404894816897084,ense,#ffa258
ense219,CEIP Lepanto,-3.721202080285158,40.468572130435405,ense,#ffa258
ense220,CEIP Lope de Vega,-3.723889692653461,40.39473547505623,ense,#ffa258
