company,name,address,lat,lng,postal_code,locality,adm4,adm1,country
codere,1 DE COPAS,"CENTRO COMERCIAL PARQUE CEUTA, 2, Ceuta",35.8938017,-5.329241199999999,51001,Ceuta,Ceuta,Ceuta,Spain
codere,100 TAPAS,"RIANXO, 5, Coruña",43.3528404,-8.4011579,15009,A Coruña,A Coruña,Galicia,Spain
codere,2515,"VILLA DE NEGREIRA, 51, A Coruña",43.3636431,-8.421814099999999,15010,A Coruña,A Coruña,Galicia,Spain
codere,3 TS,"BLAS DE OTERO, 56, Bilbao",43.2696981,-2.952402,48014,Bilbao,Bilbao,Basque Country,Spain
codere,4 ESTACIONES,"PLACITUELA DEL CUARTEL, 2, Navas del Rey",40.3849428,-4.25119,28695,Navas del Rey,Navas del Rey,Community of Madrid,Spain
codere,40 Y TANTOS,"PASEO DO BALNEARIO, 2, Arteixo",43.3040075,-8.507205899999999,15142,Arteixo,Arteixo,Galicia,Spain
codere,44 Y PICO,"NAVARRERIA, 43, Estella-Lizarra",42.6721757,-2.0296894,31200,Estella,Estella-Lizarra,Navarre,Spain
codere,6 Grados,"Monasterio Caaveiro, 6, A Coruña",43.3619126,-8.425416600000002,15010,A Coruña,A Coruña,Galicia,Spain
codere,67,"Calle CONCEPCION ARENAL, 67, Narón",43.4942798,-8.202297300000001,15570,Narón,Narón,Galicia,Spain
codere,AYALA COMERCIAL,"DE LA INSTITUCION LIBRE DE ENSEÑANZA, 1, Madrid",40.4348289,-3.6967725,28010,Madrid,Madrid,Community of Madrid,Spain
codere,BINGO APHISA,"Calle MANUEL AZAÑA, 18, Alcalá de Henares",40.4878554,-3.3603563,28805,Alcala de Henares,Alcalá de Henares,Community of Madrid,Spain
codere,BINGO CHAL CHAL,"JOSE MARIA LACARRA DE MIGUEL, 6, Zaragoza",41.6462635,-0.8833082,50008,Zaragoza,Zaragoza,Aragon,Spain
codere,BINGO IMPERIAL,"ESPAÑA, 28, Linea De La Concepcion",36.1609112,-5.3515824,11300,La Línea de la Concepción,La Línea de la Concepción,Andalusia,Spain
codere,BINGO LA JONQUERA,"P.I. MAS Morato, Avinguda de Galícia, 2, La Jonquera",42.3976665,2.8826584,17700,,La Jonquera,Catalonia,Spain
codere,BINGO LOS ROSALES,"Plaza de los Geranios, 1, Línea De La Concepcion",36.1609112,-5.3515824,11300,La Línea de la Concepción,La Línea de la Concepción,Andalusia,Spain
codere,BINGO SAN BLAS,"Calle POBLADURA DEL VALLE, 15, Madrid",40.427477,-3.6173082,28037,Madrid,Madrid,Community of Madrid,Spain
codere,Bingo Gran Sur Leganes,"Rey Juan Carlos I, 86-88 - Leganés, Leganes",40.3357501,-3.742622,28916,Leganés,Leganés,Community of Madrid,Spain
codere,Bingo P Sala Bingo Oporto,"OPORTO, 4, Madrid",40.3853893,-3.7186466,28019,Madrid,Madrid,Community of Madrid,Spain
codere,Bingo Ronda,"OUTEIRO, 253, A Coruña",43.3613384,-8.4219062,15010,A Coruña,A Coruña,Galicia,Spain
codere,C4sino Centro,"Julio Saez De La Hoya, 4",42.3479351,-3.6903649,09080,Burgos,Burgos,Castile and León,Spain
codere,CASINO ADMIRAL SAN ROQUE,Carretera Nacional 340 (km 124 cr Cadiz Malaga),36.2300153,-5.358679899999999,11360,,San Roque,Andalusia,Spain
codere,CASINO ADMIRAL SEVILLA,"ARBOLEDA, 0, Tomares",37.3715792,-6.0368667,41940,Tomares,Tomares,Andalusia,Spain
codere,CASINO LA ESTACION,"ESTACION, S/N, Torrejon De Ardoz",40.454943,-3.4803772,28850,Torrejón de Ardoz,Torrejón de Ardoz,Community of Madrid,Spain
codere,CASINO PARK BRAVO MURILLO,"Calle BRAVO MURILLO, 303, Madrid",40.46217190000001,-3.697791799999999,28020,Madrid,Madrid,Community of Madrid,Spain
codere,CERVANTES,"PASEO DE RONDA, 24, Coruña",43.3676995,-8.420569,15011,A Coruña,A Coruña,Galicia,Spain
codere,CORSAN,"NA SAURINA D´ENTENZA, 16",38.70054,-0.480916,03803,Alcoi,Alcoy,Valencian Community,Spain
codere,Casino Park Cigüeña,"Calle CIGÜEÑA, 39, Logroño",42.46498,-2.4313173,26004,Logroño,Logroño,La Rioja,Spain
codere,Colon,"Calle COLON, 9, Vigo",42.24059889999999,-8.7207268,36201,Vigo,Vigo,Galicia,Spain
codere,EL MOLINO,"Calle LEPANTO, 1, Talavera de la Reina",39.9622555,-4.818489899999999,45600,Talavera de la Reina,Talavera de la Reina,Castile-La Mancha,Spain
codere,ELECTRONICS GIRONA,"Paseo CANALEJAS, 1, Girona",41.986463,2.823635,17001,Girona,Girona,Catalonia,Spain
codere,Establecimiento de Juegos Europa,"Avenida Europa, 17, Sonseca",39.6809922,-3.9711007,45100,Sonseca,Sonseca,Castile-La Mancha,Spain
codere,F P LBO VALDEMORO,"Mediterraneo, 140, Valdemoro",40.1912403,-3.6740182,28341,Valdemoro,Valdemoro,Community of Madrid,Spain
codere,FP LBO CALLE VALENCIA,"VALENCIA, 6, Fuenlabrada",39.4736897,-0.4118149,46920,Valencia,Valencia,Valencian Community,Spain
codere,FP LBO CARABANCHEL ALTO,"CARABANCHEL ALTO, 62, Madrid",40.3700456,-3.753296,28044,Madrid,Madrid,Community of Madrid,Spain
codere,FP LBO COLMENAR DE OREJA,"MADRID, 2",40.1098823,-3.39055,28380,Colmenar de Oreja,Colmenar de Oreja,Community of Madrid,Spain
codere,FP LBO GENERAL RICARDOS 83,"GENERAL RICARDOS, 83, Madrid",40.3935402,-3.722784099999999,28019,Madrid,Madrid,Community of Madrid,Spain
codere,FP LBO USERA,"JULIO MERINO, 3, Madrid",40.3830707,-3.7027785,28026,Madrid,Madrid,Community of Madrid,Spain
codere,GRAN CASTELLON,"RAMON Y CAJAL, 29",39.9810639,-0.0386392,12002,Castellón de la Plana,Castellón de la Plana,Valencian Community,Spain
codere,ISLA DE PAQUETA,"ZAMORA, 78, Vigo",42.2208668,-8.7307809,36211,Vigo,Vigo,Galicia,Spain
codere,JACKPOT,"Calle CIRCUMVALACIO, 6, Manresa",37.2273788,-121.9808364,95030,Los Gatos,,California,United States
codere,JOKER ADRA PASEO,"MARITIMO, 58",36.74778999999999,-3.02155,04770,Adra,Adra,Andalusia,Spain
codere,JOKER AEROPUERTO,"DEL AEROPUERTO, 5",25.9926501,-111.3529565,,,,Baja California Sur,Mexico
codere,JOKER AGUIRRE,"Calle FRANCISCO AGUIRRE, 200, Talavera de la Reina",39.96871050000001,-4.829072399999999,45600,Talavera de la Reina,Talavera de la Reina,Castile-La Mancha,Spain
codere,JOKER ALBACETE,"Calle HELLIN, 5, Albacete",38.9832298,-1.8578213,02002,Albacete,Albacete,Castile-La Mancha,Spain
codere,JOKER ALGECIRAS CARMEN,"DEL CARMEN, 61",36.1361332,-5.446272899999999,11202,Algeciras,Algeciras,Andalusia,Spain
codere,JOKER ALGECIRAS PLAZAANDALUCIA,ANDALUCIA,36.132071,-5.452078999999999,11201,Algeciras,Algeciras,Andalusia,Spain
codere,JOKER ALICANTE,"Rambla MENDEZ NUÑEZ, 9, Alacant",38.3447781,-0.4837015,03001,Alicante,Alicante,Valencian Community,Spain
codere,JOKER ALMUÑECAR,"ANDALUCIA, 25",36.7774061,-3.7333537,18690,,Almuñécar,Andalusia,Spain
codere,JOKER ANDUJAR LOND,"LONDRES, 3",51.5073509,-0.1277583,SW1A,London,,England,United Kingdom
codere,JOKER BAILEN ORTEGA,"ORTEGA Y GASSET, 1",38.0963811,-3.7789691,23710,Bailén,Bailén,Andalusia,Spain
codere,JOKER CIUDAD REAL,"Calle MORERIA, 21, Ciudad Real",38.9862403,-3.9332052,13002,Ciudad Real,Ciudad Real,Castile-La Mancha,Spain
codere,JOKER CONSTITUCION,"DE LA CONSTITUCION, 23",,,,,,,
codere,JOKER CORDOBA FORMENTERA,"ISLA FORMENTERA, 8 ESQ. ISLA DEL HIERRO, Cordoba",37.8881569,-4.798958499999999,14011,Córdoba,Córdoba,Andalusia,Spain
codere,JOKER CORDOBA GRANADA,"GRANADA, 15",37.8881751,-4.7793835,14001,Córdoba,Córdoba,Andalusia,Spain
codere,JOKER CORDOBA NASIR,"ALNASIR, 10",37.8951701,-4.776410800000001,14006,Córdoba,Córdoba,Andalusia,Spain
codere,JOKER CREVILLENTE,"Calle SAN VICENTE FERRER, 15, Crevillent",38.2459248,-0.8073543,03330,Crevillent,Crevillent,Valencian Community,Spain
codere,JOKER EJIDO STAMARIA,"SANTA MARIA DEL AGUILA, 47",36.7851163,-2.7719388,04710,Santa María del Águila,El Ejido,Andalusia,Spain
codere,JOKER EJIDO TENIENTE,"TENIENTE ARTURO MUÑOZ, 1",36.7724731,-2.8112452,04700,El Ejido,El Ejido,Andalusia,Spain
codere,JOKER ESTEPONA CID,"CID, 6",36.4283432,-5.1453448,29680,Estepona,Estepona,Andalusia,Spain
codere,JOKER FRIGILIANA,"FRIGILIANA, 4",36.7908751,-3.8947061,29788,Frigiliana,Frigiliana,Andalusia,Spain
codere,JOKER FUENGIROLA,"DE LA CONSTITUCION, 6",36.5385111,-4.623469099999999,29640,Fuengirola,Fuengirola,Andalusia,Spain
codere,JOKER GRANADA AMER,"AMERICA, 46",37.1773363,-3.5985571,18001,Granada,Granada,Andalusia,Spain
codere,JOKER GRANADA RONDA,"CAMINO DE RONDA, 134",37.1744175,-3.6081943,18004,Granada,Granada,Andalusia,Spain
codere,JOKER HUELVA FLAMINGO,JOSE MUÑOZ VARGAS,37.261421,-6.9447224,21004,Huelva,Huelva,Andalusia,Spain
codere,JOKER HUELVA ITALIA,"DE ITALIA, 55",37.2539202,-6.9517083,21003,Huelva,Huelva,Andalusia,Spain
codere,JOKER HUELVA PICASSO,Galaroza,37.261421,-6.9447224,21004,Huelva,Huelva,Andalusia,Spain
codere,JOKER HUELVA ROYAL,"ESCRITOR LUIS MANZANO, 2",37.2644478,-6.9541713,21002,Huelva,Huelva,Andalusia,Spain
codere,JOKER II,"MARIA AUXILIADORA, 1, Badajoz",38.870098,-6.978485699999999,06010,Badajoz,Tierra de Badajoz,Extremadura,Spain
codere,JOKER JAEN MADRID,"AVENIDA DE MADRID, 56",37.7749882,-3.7856194,23008,Jaén,Jaén,Andalusia,Spain
codere,JOKER JUANCARLOS,"JUAN CARLOS I, 42",40.7303271,-73.9986472,10012,New York,,New York,United States
codere,JOKER MALAGA PELAYO,"PELAYO, 1",36.7215695,-4.432766,29007,Málaga,Málaga,Andalusia,Spain
codere,JOKER MARBELLA PLAZAOLIVOS,JACINTO BENAVENTE 5,36.5107541,-4.8875223,29601,Marbella,Marbella,Andalusia,Spain
codere,JOKER MEDITERRANEO,"DEL MEDITERRANEO, 356",,,,,,,
codere,JOKER MOJONERA EUROPA,"DE EUROPA, 200",36.7531816,-2.6822356,04745,La Mojonera,La Mojonera,Andalusia,Spain
codere,JOKER MOTRIL ANCHA,"ANCHA, 34",36.7521056,-3.5144062,18600,Motril,Motril,Andalusia,Spain
codere,JOKER OCHOTORENA,"ANGEL OCHOTORENA, 4",36.84247910000001,-2.4542141,04005,Almería,Almería,Andalusia,Spain
codere,JOKER PETRER,"Avenida MADRID 1, Petrer",38.47739,-0.784144,03610,Elda,Petrer,Valencian Community,Spain
codere,JOKER POZOSDULCES,"Pozos Dulces, Esq. Angel Urdaiz",36.7221102,-4.423422,29008,Málaga,Málaga,Andalusia,Spain
codere,JOKER PRINCIPE,"Avenida DEL PRINCIPE FELIPE, 16, Talavera de la Reina",39.965177,-4.816892,45600,Talavera de la Reina,Talavera de la Reina,Castile-La Mancha,Spain
codere,JOKER PUERTOLLANO,"Calle PRIMERO DE MAYO, 1, Puertollano",38.6867385,-4.1061619,13500,Puertollano,Puertollano,Castile-La Mancha,Spain
codere,JOKER QUINTERO SEV,FLORENCIO QUINTERO,,,,,,,
codere,JOKER SANANTON,"SAN ANTON, 73",29.4241219,-98.49362819999999,78205,San Antonio,,Texas,United States
codere,JOKER SANJUANDEDIOS,Calle San Juan de Dios 14,37.1803449,-3.6026085,18001,Granada,Granada,Andalusia,Spain
codere,JOKER SEVILLA ARJONA,"ARJONA, 10",37.3890924,-5.9844589,41003,Seville,Seville,Andalusia,Spain
codere,JOKER TOLEDO,"Avenida IRLANDA, 5, Toledo",39.88198089999999,-4.0319898,45005,Toledo,Toledo,Castile-La Mancha,Spain
codere,JOKER TOLEDO POLIGON,"Calle Rio Alberche, 9, Toledo",39.8647572,-3.9537224,45007,Toledo,Toledo,Castile-La Mancha,Spain
codere,JOKER TORREMOLINOS,"RAMAL DEL HOYO, 12",36.6265566,-4.5160396,29620,,Torremolinos,Andalusia,Spain
codere,JOKER V,"VEGAS ALTAS, 9, Villanueva",38.97357520000001,-5.7997323,06700,Villanueva de la Serena,Villanueva de la Serena,Extremadura,Spain
codere,JOKER VALDEPEÑAS,"Calle CRISTO, 62, Valdepeñas",38.75945,-3.387723,13300,Valdepeñas DO,Valdepeñas,Castile-La Mancha,Spain
codere,JOKER VELEZ CARMEN,"PORTERIA DEL CARMEN, 9",36.781934,-4.1047994,,Vélez-Málaga,Vélez-Málaga,Andalusia,Spain
codere,JOKER VICAR BULEVAR,"CIUDAD DE VICAR, 515",36.80350680000001,-2.6311144,04738,,Vícar,Andalusia,Spain
codere,JOKER VILLARROBLEDO,"REYES CATOLICOS, 56",39.2660973,-2.5970535,02600,Villarrobledo,Villarrobledo,Castile-La Mancha,Spain
codere,Joker Alcazar,"Poetisa Isabel Prieto, 2, Alcázar de San Juan",39.3934219,-3.2195738,13600,Alcázar de San Juan,Alcázar de San Juan,Castile-La Mancha,Spain
codere,Joker I,"Canalejas, 4, Don Benito",38.9613816,-5.8565403,06400,Don Benito,Don Benito,Extremadura,Spain
codere,LAS VEGAS,"Carretera VALENCIA, 58, Motilla del Palancar",39.5610804,-1.9060963,16200,Motilla del Palancar,Motilla del Palancar,Castile-La Mancha,Spain
codere,LAS VEGAS II,"Malaga, 54, Rute",36.1699412,-115.1398296,89101,Las Vegas,,Nevada,United States
codere,LAS VEGAS IV,"Jose Solis 68, Cabra",36.1699412,-115.1398296,89101,Las Vegas,,Nevada,United States
codere,LAS VEGAS V,"Miguel Cruz Cuenca, Lucena",37.408584,-4.493436,14900,Lucena,Lucena,Andalusia,Spain
codere,LBO ARGANDA DEL REY,"Calle PILAR, 1, Arganda del Rey",40.301109,-3.437692,28500,Arganda del Rey,Arganda del Rey,Community of Madrid,Spain
codere,LBO AVENIDA DE AMERICA,"Avenida AMERICA, 7, Madrid",40.43832,-3.67645,28002,Madrid,Madrid,Community of Madrid,Spain
codere,LBO BADAIA,"BADAIA, 23",,,,,,,
codere,LBO BOADILLA,"Avenida INFANTE DE LUIS, 7, Boadilla del Monte",40.40684770000001,-3.8956434,28660,Boadilla del Monte,Boadilla del Monte,Community of Madrid,Spain
codere,LBO BRUNETE,"REAL DE SAN SEBASTIAN, 27, Brunete",40.4020614,-3.996128,28690,Brunete,Brunete,Community of Madrid,Spain
codere,LBO BURGOS,"DE LA PAZ, 16, Burgos",,,,,,,
codere,LBO CAMPAMENTO,"GALICIA, 14, Madrid",42.5750554,-8.1338558,36519,,Lalín,Galicia,Spain
codere,LBO CAPITAN BLANCO ARGIBAY,"CAPITAN BLANCO ARGIBAY, 24, Madrid",40.4652171,-3.6976931,28029,Madrid,Madrid,Community of Madrid,Spain
codere,LBO CHAPLIN,"CARDENAL D ES PUIG, 3, Palma de Mallorca",39.5785083,2.6639849,07008,Palma,Palma,Balearic Islands,Spain
codere,LBO CHORRILLO,"Avenida Ajalvir, 2, Alcala De Henares",40.4898165,-3.3760695,28806,Alcala de Henares,Alcalá de Henares,Community of Madrid,Spain
codere,LBO COLMENAR,"Calle REAL, 1, Colmenar Viejo",36.9048387,-4.3367416,29170,Colmenar,Colmenar,Andalusia,Spain
codere,LBO COLON,"COLON, 6, Logroño",42.4627195,-2.4449852,26003,Logroño,Logroño,La Rioja,Spain
codere,LBO CORRALES,"CANTEROS DE BUELNA, 1, Los Corrales De Buelna",43.2595245,-4.0692379,39400,Los Corrales de Buelna,Los Corrales de Buelna,Cantabria,Spain
codere,LBO CORVERA ASTURIAS,"ARMANDO PALACIO VALDES 1, Corvera",43.5370599,-5.90165,33404,,Corvera de Asturias,Asturias,Spain
codere,LBO CRISTO DE LA VICTORIA,"CRISTO DE LA VICTORIA, 185, Madrid",40.3790546,-3.7056839,28026,Madrid,Madrid,Community of Madrid,Spain
codere,LBO DAGANZO,"PRINCIPE FELIPE, 18, Daganzo De Arriba",40.5439892,-3.4580034,28814,Daganzo de Arriba,Daganzo de Arriba,Community of Madrid,Spain
codere,LBO DOCTOR IRANZO,"DOCTOR IRANZO, 43, Zaragoza",41.6457589,-0.8643613,50002,Zaragoza,Zaragoza,Aragon,Spain
codere,LBO EIBAR,"JUAN GISASOLA KALEA, 20",43.1818305,-2.4720992,20600,Eibar,Eibar,Basque Country,Spain
codere,LBO ESCORIAL ,"Avenida de la Arboleda, 16, El Escorial",40.58354,-4.130669999999999,28280,El Escorial,El Escorial,Community of Madrid,Spain
codere,LBO ETRURIA,"ETRURIA, 3, Madrid",40.4358742,-3.6121318,28022,Madrid,Madrid,Community of Madrid,Spain
codere,LBO FUENLABRADA,Avenida de España 12,40.2902056,-3.8035477,28943,Fuenlabrada,Fuenlabrada,Community of Madrid,Spain
codere,LBO GIJON GASPAR GARCIA,"GASPAR GARCIA LAVIANA, 59, Gijón",43.5261048,-5.6677085,33210,Gijón,,Asturias,Spain
codere,LBO GUADARRAMA,"GUADARRAMA, 26, Madrid",40.6731798,-4.0875528,28440,Guadarrama,Guadarrama,Community of Madrid,Spain
codere,LBO MALIAÑO,"MENENDEZ PELAYO, 21, Maliaño",43.417711,-3.843463799999999,39600,Maliaño,Camargo,Cantabria,Spain
codere,LBO MARCELO USERA,"MARCELO USERA, 3, Madrid",40.3875952,-3.7001696,28026,Madrid,Madrid,Community of Madrid,Spain
codere,LBO MARQUES DE CORBERA,"SAN MAXIMILIANO, 12",40.4234608,-3.6554868,28017,Madrid,Madrid,Community of Madrid,Spain
codere,LBO MASQUEFA,"Calle MASQUEFA, 68, Valencia",41.501395,1.8141603,08783,Masquefa,Masquefa,Catalonia,Spain
codere,LBO MISLATA,"PALLETER 2, Mislata",39.4720854,-0.4127758,46920,Valencia,Valencia,Valencian Community,Spain
codere,LBO MOSTOLES,"Calle NUEVA YORK, 34, Móstoles",40.3151584,-3.8551997,28938,Móstoles,Móstoles,Community of Madrid,Spain
codere,LBO PAMPLONA,"Plaza DEL CASTILLO, 2, Pamplona",42.8163309,-1.6434907,31001,Pamplona,Pamplona,Navarre,Spain
codere,LBO PEÑA PRIETA,"PEÑA PRIETA, 46, Madrid",40.400969,-3.6657237,28038,Madrid,Madrid,Community of Madrid,Spain
codere,LBO PLAZA COLUMNAS,"FRANCISCO MANUEL DE LOS HERREROS, 7, Palma de Mallorca",39.5729712,2.6602503,07006,Palma,Palma,Balearic Islands,Spain
codere,LBO PLAZA MADRID,"PASCUAL RIBOT-ESQ ANTONIO Mª ALCOVER, 23, Palma de Mallorca",39.5779655,2.6399707,07011,Palma,Palma,Balearic Islands,Spain
codere,LBO PLAZA OBELISCO,"FRANCESC SANCHO, 13, Palma de Mallorca",39.5794637,2.6564183,07004,Palma,Palma,Balearic Islands,Spain
codere,LBO POZUELO,"Avenida EUROPA parcela 24. poligono I, 16, Pozuelo de Alarcón",40.4382616,-3.7935352,28224,Pozuelo de Alarcón,Pozuelo de Alarcón,Community of Madrid,Spain
codere,LBO Ponferrada,"General Vives 6, Ponferrada",42.54663619999999,-6.5917526,24400,Ponferrada,Ponferrada,Castile and León,Spain
codere,LBO RAFAEL SALGADO,"Calle RAFAEL SALGADO, 3, Madrid",40.4544488,-3.6887693,28036,Madrid,Madrid,Community of Madrid,Spain
codere,LBO RECAS,"GENERALISIMO, 2, Recas",,,,,,,
codere,LBO RIBARROJA DEL TURIA,Micalet 2 - Riba-roja de Túria,39.5454532,-0.5704575,46190,Riba-roja de Túria,Riba-roja de Túria,Valencian Community,Spain
codere,LBO SAN LAZARO,"SAN LAZARO, 2, Oviedo",43.3619145,-5.8493887,33007,Oviedo,Oviedo,Asturias,Spain
codere,LBO SAN LORENZO DEL ESCORIAL,"CALLE LAS POZAS, 17",40.5930226,-4.1474925,28200,San Lorenzo de El Escorial,San Lorenzo de El Escorial,Community of Madrid,Spain
codere,LBO SAN MAMES,"Alameda SAN MAMES, 8, Bilbao",43.2577822,-2.9350732,48010,Bilbao,Bilbao,Basque Country,Spain
codere,LBO SAN MARTIN,"DOCTOR ALEJANDRO SAN MARTIN, 2, Pamplona",42.8130306,-1.6373698,31004,Pamplona,Pamplona,Navarre,Spain
codere,LBO SAN SEBASTIAN DE LOS REYES,"Avenida COLMENAR VIEJO, 1, San Sebastián de los Reyes",40.5450935,-3.6285043,28701,San Sebastián de los Reyes,San Sebastián de los Reyes,Community of Madrid,Spain
codere,LBO SARRIA,"DE SARRIA, 52, Madrid",42.7600365,-7.4165053,27618,,Sarria,Galicia,Spain
codere,LBO SESEÑA,"ANCHA, 10, Seseña Viejo",40.1051029,-3.6927472,45223,Seseña,Seseña,Castile-La Mancha,Spain
codere,LBO SESTAO,"SAN PEDRO, 10",33.7360619,-118.2922461,90731,Los Angeles,,California,United States
codere,LBO SILLA,"INDEPENDENCIA, 32, Silla",,,,,,,
codere,LBO TOLEDO,"RIO RETAMOSILLO, 21, Toledo",41.6528052,-83.5378674,43604,Toledo,,Ohio,United States
codere,LBO TORDESILLAS,GUTIERREZ MELLADO,41.5015353,-4.998745899999999,47100,Tordesillas,Tordesillas,Castile and León,Spain
codere,LBO TORREJON DE LA CALZADA,"REAL, 22, Torrejon Calzada",40.2016981,-3.7999099,28991,Torrejón de la Calzada,Torrejón de la Calzada,Community of Madrid,Spain
codere,LBO TUDELA,"Calle YANGUAS Y MIRANDA, 2, Tudela",42.0617763,-1.6065142,31500,Tudela,Tudela,Navarre,Spain
codere,LBO VALDEZARZA,"ARTAJONA, 17, Madrid",40.4633112,-3.7180769,28039,Madrid,Madrid,Community of Madrid,Spain
codere,LBO VALVERDE DE LEGANES,"Avenida Badajoz, 3, Valverde De Leganes",38.6717255,-6.981403599999999,06130,Valverde de Leganés,Valverde de Leganés,Extremadura,Spain
codere,LBO VILLAAMIL,"VILLAAMIL, 76, Madrid",40.4615996,-3.7080493,28039,Madrid,Madrid,Community of Madrid,Spain
codere,LITORAL,"Plaza SAGRADO CORAZON, 4, Cedeira",43.6603442,-8.055074,15350,Cedeira,Cedeira,Galicia,Spain
codere,LOCOMATIC SPORT BAR CALZADA DE CALATRAVA,CORONEL MOLINA 9,38.7038952,-3.777409,13370,Calzada de Calatrava,Calzada de Calatrava,Castile-La Mancha,Spain
codere,LOFT 27,"Rosalia De Castro, 9, O Carballiño",42.4302944,-8.077992799999999,32500,O Carballiño,O Carballiño,Galicia,Spain
codere,LUNAPARK Los Barrios,"LA PLATA, 43",29.4858652,-98.5082371,78212,San Antonio,,Texas,United States
codere,Las Vegas Atocha,"RONDA DE ATOCHA, 12, Madrid",40.4068416,-3.696559999999999,28012,Madrid,Madrid,Community of Madrid,Spain
codere,Lbo Astillero,"de la Constitución, 10",43.3983734,-3.822281,39610,Astillero,El Astillero,Cantabria,Spain
codere,Lbo Benidorm,"JUAN ANTONIO BALDOVI, 3",38.5312239,-0.1648978,03502,Benidorm,Benidorm,Valencian Community,Spain
codere,Lbo Ciempozuelos,"Avenida del Consuelo, 6, Ciempozuelos",40.1583277,-3.6212102,28350,Ciempozuelos,Ciempozuelos,Community of Madrid,Spain
codere,Lbo Logroño Murrieta,"Marques de Murrieta, 31, Logroño",42.4647916,-2.456237,26005,Logroño,Logroño,La Rioja,Spain
codere,Lbo Prados,"Valmojado, 231, Madrid",40.3889484,-3.7584679,28047,Madrid,Madrid,Community of Madrid,Spain
codere,Lbo Puerto De Porzuna,"Puerto De Porzuna, 3",39.1468093,-4.155215399999999,13120,Porzuna,Porzuna,Castile-La Mancha,Spain
codere,Lbo San Martin De Valdeiglesias,"Corredera Baja, 20 local 4, San Martín de Valdeiglesias",40.3615428,-4.399744099999999,28680,San Martín de Valdeiglesias,San Martín de Valdeiglesias,Community of Madrid,Spain
codere,Lbo Villanueva De La Cañada,"Cristo, 24, Villanueva de la Cañada",40.4482536,-3.998837,28691,Villanueva de la Cañada,Villanueva de la Cañada,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle ALBUFERA, 17, Madrid",40.3975681,-3.6674484,28038,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle CERVANTES, 29, Alcalá de Henares",40.483346,-3.364797,28801,Alcala de Henares,Alcalá de Henares,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle MARQUES DE VALDAVIA, 57, Alcobendas",40.54381900000001,-3.6415522,28100,Alcobendas,Alcobendas,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle ESPOZ Y MINA, 2, Madrid",40.4165211,-3.7023542,28012,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle MONFORTE DE LEMOS, 119, Madrid",40.4780944,-3.709380599999999,28029,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle MONTERA, 44, Madrid",40.41948,-3.70157,28013,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle MONTERA, 5, Madrid",40.4174284,-3.7030493,28013,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Avenida CONSTITUCION, 2, Móstoles",40.3231323,-3.8638366,28931,Móstoles,Móstoles,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle PRECIADOS, 32, Madrid",40.4197768,-3.706429399999999,28013,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle VIRGEN DE LA ROCA, 9, Madrid",40.4338722,-3.6587382,28027,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS,"Calle VIRGEN DEL SAGRARIO, 3, Madrid",40.4340577,-3.6477999,28027,Madrid,Madrid,Community of Madrid,Spain
codere,MADRID JUEGOS ARGANDA,"Calle MISERICORDIA, 1, Arganda del Rey",40.3014735,-3.4415725,28500,Arganda del Rey,Arganda del Rey,Community of Madrid,Spain
codere,MARA,"Avenida TENOR FLETA, 63, Zaragoza",41.6386354,-0.8788324999999999,50008,Zaragoza,Zaragoza,Aragon,Spain
codere,MONTECASINO,"Calle PUIG CAMPANA, 1, Benidorm",38.538351,-0.1343601,03501,Benidorm,Benidorm,Valencian Community,Spain
codere,NEVADA ALCORCON,"Calle MAYOR, 54, Alcorcón",40.3460356,-3.8278243,28921,Alcorcón,Alcorcón,Community of Madrid,Spain
codere,NEVADA AMERICA,"Calle RAMOS CARRION, 11, Madrid",40.4466264,-3.6681468,28002,Madrid,Madrid,Community of Madrid,Spain
codere,NEVADA ATOCHA,"Calle TORTOSA, 3, Madrid",40.4064128,-3.6927134,28045,Madrid,Madrid,Community of Madrid,Spain
codere,NEVADA CUATRO CAMINOS,"Calle REINA VICTORIA, 5, Madrid",40.4466704,-3.7046417,28003,Madrid,Madrid,Community of Madrid,Spain
codere,NEVADA EMBAJADORES,"Calle EMBAJADORES, 43, Madrid",40.4071772,-3.7036452,28012,Madrid,Madrid,Community of Madrid,Spain
codere,NEVADA FUENCARRAL,"Calle JERONIMO DE LA QUINTANA, 11, Madrid",40.4313158,-3.7046841,28010,Madrid,Madrid,Community of Madrid,Spain
codere,NEVADA FUENLABRADA,"Calle CONSTITUCION, 59, Fuenlabrada",38.8026097,-116.419389,,,,Nevada,United States
codere,NEVADA GETAFE,"Calle MADRID, 11, Getafe",40.305879,-3.7315155,28901,Getafe,Getafe,Community of Madrid,Spain
