"id","name","longitude","latitude","class","color"
"ense213","CEIP Pi i Margall","-3.7045693","40.4268","ense","#ffa258"
"ense214","CEIP Francisco de Goya","-3.7273647","40.4111091","ense","#ffa258"
"ense215","CEIP Isabel la Católica","-3.6995308","40.4263924","ense","#ffa258"
"ense216","CEIP Joaquín Costa","-3.7145569","40.4055568","ense","#ffa258"
"ense217","CEIP José Calvo Sotelo","-3.673692999999999","40.4009128","ense","#ffa258"
"ense218","CEIP Legado Crespo","-3.7039189","40.404894","ense","#ffa258"
"ense219","CEIP Lepanto","-3.7210309","40.4684437","ense","#ffa258"
"ense220","CEIP Lope de Vega","-3.7230716","40.3948932","ense","#ffa258"
"ense221","CEIP Manuel Bartolomé Cossío","-3.771367","40.3814889","ense","#ffa258"
"ense222","CEIP Manuel Sainz de Vicuña","-3.6499737","40.4094444","ense","#ffa258"
"ense223","CEIP Marcelo Usera","-3.6996","40.3871777","ense","#ffa258"
"ense224","CEIP Miguel Blásco Vilatela","-3.6372887","40.4374169","ense","#ffa258"
"ense225","CEIP Miguel de Unamuno","-3.6934987","40.3943005","ense","#ffa258"
"ense226","CEIP Manuel Núñez de Arenas","-3.6617303","40.3752647","ense","#ffa258"
"ense227","CEIP Antonio Moreno Rosales","-3.7012985","40.4114867","ense","#ffa258"
"ense228","CEIP Ntra. Sra. de la Almudena","-3.677865599999999","40.419026","ense","#ffa258"
"ense229","CEIP Leopoldo Alas","-3.6534215","40.4282536","ense","#ffa258"
"ense230","CEIP Palacio Valdés","-3.6929512","40.4106201","ense","#ffa258"
"ense231","CEIP República de Panamá Nº 1","-3.6172647","40.4265674","ense","#ffa258"
"ense232","CEIP Patriarca Obispo Eijo Garay","-3.6814491","40.4397429","ense","#ffa258"
"ense233","CEIP Ramón Gómez de la Serna","-3.6895756","40.339702","ense","#ffa258"
"ense234","CEIP Real Armada","-3.6454927","40.4017037","ense","#ffa258"
"ense235","CEIP República de Colombia","-3.7369377","40.3760402","ense","#ffa258"
"ense236","CEIP República de Chile","-3.6229174","40.4341598","ense","#ffa258"
"ense237","CEIP República de El Salvador","-3.6979381","40.3495035","ense","#ffa258"
"ense238","CEIP San Cristóbal","-3.7053297","40.4368664","ense","#ffa258"
"ense239","CEIP San Juan Bosco","-3.651349","40.4192585","ense","#ffa258"
"ense240","CEIP Vázquez de Mella","-3.7141199","40.4120114","ense","#ffa258"
"ense241","CEIP Ciudad de Córdoba","-3.6966909","40.36251499999999","ense","#ffa258"
"ense242","CEIP Ntra. Sra. de la Paloma","-3.7113753","40.411096","ense","#ffa258"
"ense243","IES El Espinillo","-3.6881238","40.3616082","ense","#ffa258"
"ense244","CEIP San Roque","-3.7031847","40.3468756","ense","#ffa258"
"ense245","IES Valdebernardo","-3.618535","40.4049742","ense","#ffa258"
"ense246","IES Santa Teresa de Jesús","-3.710209799999999","40.4204979","ense","#ffa258"
"ense247","IES Santamarca","-3.6741306","40.4558796","ense","#ffa258"
"ense248","IES Santa Engracia","-3.6967306","40.4298803","ense","#ffa258"
"ense249","CEE Cátedra de Pediatría, Hospital Clínico","-3.7185559","40.440258","ense","#ffa258"
"ense250","IES Ortega y Gasset","-3.7357291","40.4316436","ense","#ffa258"
"ense251","CEIP Alcalde de Móstoles","-3.776441299999999","40.3798464","ense","#ffa258"
"ense252","CEIP Amadeo Víves","-3.7553792","40.397443","ense","#ffa258"
"ense253","IES Instituto Politécnico Nº 1 del Ejército","-3.7531544","40.3694093","ense","#ffa258"
"ense254","IES Emilio Castelar","-3.7302832","40.3883572","ense","#ffa258"
"ense255","CEIP Doctor Tolosa Latour","-3.642001199999999","40.3820252","ense","#ffa258"
"ense256","IES Arcipreste de Hita","-3.671852","40.3768851","ense","#ffa258"
"ense257","IES San Cristóbal de los Ángeles","-3.6905372","40.3423509","ense","#ffa258"
"ense258","IES Carlos María Rodríguez de Valcárcel","-3.652213","40.4048856","ense","#ffa258"
"ense259","CEIP Martínez Montañés","-3.634407","40.4021313","ense","#ffa258"
"ense260","CEIP Ciudad de Guadalajara","-3.5847851","40.458956","ense","#ffa258"
"ense261","CEIP Ciudad de Zaragoza","-3.591117","40.46056189999999","ense","#ffa258"
