CD_CENTRO,ETIQUETA,DIRECCION,CMUNI,MUNICIPIO,UTM_Y,UTM_X
28000029,CEIPS San Blas,"Calle Víctor Hurtado, s/n",002,Ajalvir,4487835,458854
28000042,CEIP El Álamo,"Calle Río Alagón, 14",004,Álamo (El),4453715,416061
28000054,CEIP Antonio de Nebrija,"Calle San Ignacio de Loyola, 13",005,Alcalá de Henares,4482313,468386
28000066,CEIP Cardenal Cisneros,"Calle San Juan, 2",005,Alcalá de Henares,4481259,468658
28000078,CEIP Cervantes,"Calle Giner de los Ríos, 5",005,Alcalá de Henares,4481496,469552
28000081,CEIP Daoiz y Velarde,"Calle Infantado, 2",005,Alcalá de Henares,4481956,468826
28000111,CEIP Reyes Católicos,"Calle San Vidal, 4",005,Alcalá de Henares,4480481,468204
28000315,CEIP Emperador Fernando,"Calle Ronda Fiscal, 44",005,Alcalá de Henares,4480180,468369
28000339,CEIP El Juncal,"Calle Núñez de Guzmán, 31",005,Alcalá de Henares,4480671,467839
28000364,IES Complutense,"Calle Valladolid, 1",005,Alcalá de Henares,4481599,470510
28000376,CEIP Ntra. Sra. del Val,"Calle Ávila, s/n c/v Calle Zaragoza",005,Alcalá de Henares,4481842,470983
28000388,CEIP Doctora de Alcalá,"Calle Pedro Sarmiento de Gamboa, 9-11",005,Alcalá de Henares,4482277,469503
28000467,IES Alonso de Avellaneda,"Calle Vitoria, 3",005,Alcalá de Henares,4482290,471020
28000522,IES Antonio Machado,"Calle Alalpardo, s/n",005,Alcalá de Henares,4482385,468653
28000558,CEIP Infanta Catalina,"Calle San Vidal, 6",005,Alcalá de Henares,4480446,468246
28000595,CEIP Federico García Lorca,"Calle Marqués de La Valdavia, 91",006,Alcobendas,4488555,445032
28000601,CEIP Antonio Machado,"Calle Miraflores, 59",006,Alcobendas,4488610,445886
28000753,IES Francisco Giner de los Ríos,"Ctra de Barajas, 1,2",006,Alcobendas,4487417,447565
28000765,CEIP Daoiz y Velarde,"Avda Valdelaparra, 92",006,Alcobendas,4488355,444022
28000856,CEIP Carmen Conde,"Avda Oeste, 2-C",007,Alcorcón,4466121,429174
28001137,CEIP Daniel Martín,"Avda Alcalde José Aranda, 45-A",007,Alcorcón,4466549,430417
28001149,CEIP Párroco D. Victoriano,"Calle Olímpica Conchita Puig, 2",007,Alcorcón,4466209,430409
28001241,CEIP Ntra. Sra. de Fátima,"Calle Navayuncosa, 22",008,Aldea del Fresno,4464440,398058
28001277,CEIP Obispo Moscoso,"Calle Retamar, 10",009,Algete,4494426,457953
28001289,CEIP Santa Quiteria,"Calle Santa Quiteria, 45",010,Alpedrete,4500974,413796
28001371,CEIP San José de Calasanz,"Avda Plaza de Toros, 32",013,Aranjuez,4430989,448999
28001551,CEIP Vicente Aleixandre,"Calle Príncipe, 38",013,Aranjuez,4431855,448854
28001617,CEIP San Isidro,"Calle Cuarteles, 51",013,Aranjuez,4431552,449462
28001629,IES Domenico Scarlatti,"Calle Valeras, 22",013,Aranjuez,4431163,447937
28001642,CEE Príncipe de Asturias,"Calle Zorzales, 11",013,Aranjuez,4431228,447881
28001678,IES Jorge Manrique,"Calle Mar Adriático, 2",903,Tres Cantos,4493677,440430
28001681,CEIP Ntra. Sra. de la Milagrosa,"Calle Leonor de Cortinas, 2",014,Arganda del Rey,4461177,462133
28001769,IES El Carrascal,"Avda Instituto, 125",014,Arganda del Rey,4460031,462460
28001770,CEIP San Juan Bautista,"Calle Isaac Peral, 20",014,Arganda del Rey,4460784,462729
28001794,CEIP El Torreón,"Calle Serranillos, 6",015,Arroyomolinos,4457850,421877
28001812,CEIPS Juan Ramón Jiménez,"Paseo de San Sebastián, 21",018,Becerril de la Sierra,4507454,416322
28001824,CEIP Belmonte de Tajo,"Calle Tomás Díaz Vázquez, 8",019,Belmonte de Tajo,4442669,471487
28001848,CEIPS Príncipe Don Felipe,"Calle José Antonio, 48",022,Boadilla del Monte,4473347,425441
28001873,CEIPS San Sebastián,"Ctra de Cerceda a Manzanares, 10",023,Boalo (El),4507414,423816
28001940,CEIP Batalla de Brunete,"Calle Escorial, 32",026,Brunete,4473340,415050
28001952,CEIP Peñalta,"Calle Peñalta, s/n",027,Buitrago del Lozoya,4538091,446170
28001991,CEIP Montelindo,"Ctra de Valdemanco, 9 (Calle Canencia, 2)",028,Bustarviejo,4523529,440782
28002014,CEIP Pico de la Miel,"Calle Colegios, 28",030,Cabrera (La),4524769,448690
28002026,CEIPS Eugenio Muro,"Calle Carretera Rozas, 20",031,Cadalso de los Vidrios,4462335,376777
28002038,CEIPS Federico García Lorca,"Calle Huerta, 2",032,Camarma de Esteruelas,4488524,468258
28002041,CEIP Miguel Delibes,"Paseo Pozuelo, 31",033,Campo Real,4465657,468397
28002099,CEIP Tomé y Orgaz,"Avda Fernández Turbica, 2",036,Casarrubuelos,4446952,429658
28002105,CEIPS Suárez Somonte,"Calle Ronda del Sur, 71",037,Cenicientos,4457842,375195
28002129,CEIP Vía Romana,"Avda Blanca Fernández Ochoa, 5",038,Cercedilla,4510510,411461
28002166,CEIP Ventura Rodríguez,"Calle Fernández Vitorio, 12",040,Ciempozuelos,4445308,446562
28002181,IES Juan Carlos I,"Calle San Francisco, 1",040,Ciempozuelos,4444962,447036
28002191,CEIP Virgen del Consuelo,"Calle Jardines, 10",040,Ciempozuelos,4445312,447146
28002211,CEIPS Villa de Cobeña,"Calle Fuente, 19",041,Cobeña,4491136,457150
28002245,CEIP Apis Aurelia,"Calle Madrid, 28",043,Colmenar de Oreja,4440444,466595
28002269,CEIP Seis de Diciembre,"Calle Madrid, s/n c/v Calle Seis de Diciembre, 1",044,Colmenarejo,4490109,414106
28002270,CEIP Soledad Sainz,"Calle Amargura, 20",045,Colmenar Viejo,4501234,435433
28002282,CEIP Virgen de los Remedios,"Avda Libertad, 3",045,Colmenar Viejo,4501532,435134
28002312,IES Marqués de Santillana,"Calle Isla del Rey, 5",045,Colmenar Viejo,4502352,434845
28002361,CEIP Virgen de la Paz,"Calle Goya, 5",046,Collado Mediano,4505337,412838
28002385,CEIP Cañada Real,"Calle El Almiar, 35",047,Collado Villalba,4498973,414382
28002403,CEIP Miguel Delibes,"Calle Ruiz de Alarcón, 8",047,Collado Villalba,4497792,415408
28002415,IES Jaime Ferrán,"Calle Matalpino, 22",047,Collado Villalba,4499106,415226
28002464,CEIP San Pablo,"Calle Iglesia, 13",049,Coslada,4475359,451771
28002543,CEIP San Esteban,"Avda San Pablo, 29",049,Coslada,4476444,454878
28002580,IES Miguel Catalán,"Avda José Gárate, 17",049,Coslada,4475870,454063
28002609,CEIP Ntra. Sra. de La Soledad,"Calle Francisco de Quevedo, 1",050,Cubas de la Sagra,4449564,429273
28002646,CEIP Hermanos Ortiz de Zárate,"Calle Sociedad de Cosecheros, 2",052,Chinchón,4443101,464322
28002671,CEIP Ángel Berzal Fernández,"Cmno del Fresno de Torote, s/n",053,Daganzo de Arriba,4488912,461590
28002695,CEIPI Felipe II,"Calle Alfonso XIII, 5",054,Escorial (El),4492808,404880
28002713,EEI Padre Gerardo Gil,"Calle Padre Villacastín, s/n",054,Escorial (El),4493202,404658
28002737,CEIP Carlos Ruiz,"Calle Prado, 2",055,Estremera,4448100,490840
28002804,CEIP San Esteban,"Calle Ángeles, 13",058,Fuenlabrada,4459865,432929
28002853,CEIPS Martína García,"Avda Julián Sánchez, 17",059,Fuente El Saz de Jarama,4497763,456391
28002865,CEIP Alarilla,"Calle Virgen de Alarilla, 10",060,Fuentidueña de Tajo,4440697,486242
28002877,CEIP Carlos Ruiz,"Calle Colmenarejo, 40 c/v Calle Escorial, 38",061,Galapagar,4492078,414805
28002890,CEIP San Gregorio,"Ctra de Galapagar-La Navata, 9",061,Galapagar,4492953,415550
28002944,CEIP La Alhóndiga,"Calle Buenavista, 26",065,Getafe,4462053,437277
28002956,CEIP Ortiz Echague,"Calle Titulcia, 24",065,Getafe,4462680,438491
28002968,CEIP Santa Margarita María Alacoque,"Avda Ciudades, 21",065,Getafe,4463250,438663
28002981,CEIP Sagrado Corazón,"Calle Guadalajara, 2",065,Getafe,4461980,437744
28003201,IES Matemático Puig Adam,"Calle Toledo, 46",065,Getafe,4461247,437514
28003286,CEIP Seseña y Benavente,"Calle Alemania, 1",065,Getafe,4464299,437322
28003304,IES Alarnes,"Calle Toledo, 44",065,Getafe,4461315,437551
28003316,CEIP San José de Calasanz,"Calle Núñez de Balboa, 10",065,Getafe,4462477,437913
28003328,CEIP Ciudad de Madrid,"Avda Ciudades, 23",065,Getafe,4463183,438765
28003407,CEIP Garcilaso de la Vega,"Calle Fuente de La Salud, 32",066,Griñón,4451975,427520
28003420,CEIP Alejandro Rubio,"Calle Prado Panetes, 36",067,Guadalix de la Sierra,4514709,441335
28003456,CEIP Villa de Guadarrama,"Calle Escoriales, 11",068,Guadarrama,4502311,407984
28003481,CEIP Virgen de la Encina,"Calle Hurtada, 57",072,Hoyo de Manzanares,4497511,423851
28003493,CEIP Hermanos Torá,"Calle Conde, 3",073,Humanes de Madrid,4455771,429380
28003501,CEIP Calderón de la Barca,"Calle Río Duero, 24",074,Leganés,4465285,434864
28003523,CEIP Lepanto,"Calle Río Manzanares, 37",074,Leganés,4465325,434625
28003535,CEIP Marqués de Leganés,"Calle Pizarro, 4",074,Leganés,4464101,434746
28003778,CEIP Gonzalo de Berceo,"Calle San Bernardo, 13",074,Leganés,4468052,433827
28003791,CEIP Victor Pradera,"Calle Monegros, 27",074,Leganés,4465613,435943
28003833,CEIP Miguel de Cervantes,"Calle Aragón, 19",074,Leganés,4464836,433624
28003845,CEIP Ortega y Gasset,"Calle Rioja, 76",074,Leganés,4464617,436100
28003857,CEIP Aben Hazam,"Calle Bureba, 22",074,Leganés,4464894,436186
28003882,IES José de Churriguera,"Calle Constitución de Cádiz, 1",074,Leganés,4463880,435252
28003894,IES Luis Víves,"Paseo Ermita, 15",074,Leganés,4465674,435060
28003900,IES María Zambrano,"Calle Alpujarras, 52",074,Leganés,4464718,436494
28003961,CEIP Duque de Alba,"Avda Argentina, 2",075,Loeches,4469980,464903
28004059,IES Cervantes,"Calle Embajadores, 70",079,Madrid,4473040,440326
28004266,CEIP Dámaso Alonso,"Avda Espinela, 1",079,Madrid,4466410,439803
28004436,EA Francisco Alcántara,"Calle Francisco y Jacinto Alcántara, 2",079,Madrid,4475377,438560
28004552,CEIP Isaac Albéniz,"Calle Drácena, 29",079,Madrid,4479516,443275
28004904,CEIP Ciudad de Jaén,"Calle Madre Rosa Blanco, 3",079,Madrid,4469319,440491
28004941,CEIP Vasco Núñez de Balboa,"Calle Nuestra Señora de Valverde, 149",079,Madrid,4483441,441829
28004965,CEIP Escuelas Aguirre,"Calle Pío Baroja, 4",079,Madrid,4473993,442775
28004989,CEIP Agustína Díez,"Calle Vesubio, 5",079,Madrid,4471061,445070
28004990,CEIP Alberto Alcocer,"Avda Canillejas a Vicálvaro, 56",079,Madrid,4476011,448074
28005003,CEIP Alfonso X El Sabio,"Calle Fuente de San Pedro, 6",079,Madrid,4472672,448767
28005039,CEIP Antonio Machado,"Calle Allariz, 3",079,Madrid,4468799,435939
28005076,CEIP De Prácticas Asunción Rincón,"Avda Filipinas, 5",079,Madrid,4476851,439688
28005091,CEIP Azorín,"Calle Godella, 57",079,Madrid,4466043,441685
28005106,CEIP Barcelona,"Avda La Verbena de La Paloma, 14",079,Madrid,4467790,440840
28005155,CEIP Bolivia,"Calle Villavaliente, 29",079,Madrid,4473252,436255
28005167,CEIP Escuelas Bosque,"Avda Santo Ángel de La Guarda, 4",079,Madrid,4478985,439610
28005179,CEIP Capitán Cortés,"Calle Monseñor Oscar Romero, 17",079,Madrid,4470296,436942
28005210,CEIP Cervantes,"Calle Raimundo Fernández Villaverde, 4",079,Madrid,4477565,440376
28005234,CEIP Ciudad de los Ángeles,"Calle Alegría de La Huerta, 6",079,Madrid,4467465,440891
28005246,CEIP Ciudad Pegaso,"Avda Séptima, 12",079,Madrid,4477575,449256
28005258,CEIP Claudio Moyano,"Calle Cea Bermúdez, 26",079,Madrid,4476726,439882
28005261,CEIP Conde de Romanones,"Calle Elfo, 143",079,Madrid,4476523,445534
28005271,CEIP Cristóbal Colón,"Ctra de Carabanchel a Villaverde, 109",079,Madrid,4466922,440053
28005349,CEIP Emilia Pardo Bazán,"Calle Ventorrillo, 14",079,Madrid,4473148,440135
28005350,CEIP Francisco Fatou,"Cmno de la Suerte, 23",079,Madrid,4469693,447509
28005374,CEIP Francisco de Quevedo,"Calle Granada, 16",079,Madrid,4472901,442352
28005386,CEIP Francisco Ruano,"Calle Almuradiel, 150",079,Madrid,4470163,442826
28005404,CEIP Fray Junípero Serra,"Cmno Valderribas, 120",079,Madrid,4471851,444127
28005428,CEE Fray Pedro Ponce de León,"Calle los Yébenes, 76 B",079,Madrid,4471680,436070
28005431,CEIP Reina Victoria,"Calle Príncipe de Vergara, 61",079,Madrid,4476087,442350
28005441,CEIP Gonzalo Fernández de Córdoba,"Calle Adanero, 3",079,Madrid,4471815,433886
28005465,CEIP Gustavo Adolfo Becquer,"Calle Santa Genoveva, 32",079,Madrid,4475009,444904
28005477,CEIP Haití,"Calle Guabairo, 22",079,Madrid,4470877,436617
28005489,CEIP Hermanos Pinzón,"Calle Azor, 4",079,Madrid,4472286,434760
28005490,CEIP Hernan Cortés,"Calle los Yébenes, 241",079,Madrid,4471470,436273
28005519,CEIP Honduras,"Paseo de Federico García Lorca, 19",079,Madrid,4469833,447321
28005520,CEE Hospital del Niño Jesús,"Avda Menéndez Pelayo, 65",079,Madrid,4473917,442574
28005556,CEE María Soriano,"Avda Peseta, 30",079,Madrid,4468285,435305
28005568,CEIP Isaac Peral,"Gta de Rufino Novalvos, 5",079,Madrid,4470924,437964
28005571,CEIP Luis Bello,"Calle Luis Cabrera, 66",079,Madrid,4477223,442886
28005601,CEIP Jaime Balmes,"Calle Sierra de La Solana, 2",079,Madrid,4471026,443061
28005623,CEIP Javier de Miguel,"Calle Puerto de Viñamala, 11",079,Madrid,4470762,444153
28005635,CEIP Joaquín Dicenta,"Paseo Olivos, 70",079,Madrid,4473046,437374
28005660,CEIP José María de Pereda,"Calle Mestanza, 94",079,Madrid,4470349,442708
28005684,CEIP Jovellanos,"Calle Monroy, 34 B",079,Madrid,4470140,433557
28005696,CEIP Juan de la Cierva,"Calle Villarrosa, 7",079,Madrid,4467284,441371
28005714,CEIP Juan Ramón Jiménez,"Calle Marqués de Viana, 58",079,Madrid,4479440,440402
28005726,CEIP Juan Sebastián Elcano,"Calle Mirasierra, 29",079,Madrid,4471182,440188
28005741,CEIP Luis de Góngora,"Calle Sarriá, 49",079,Madrid,4480700,439399
28005763,CEIP Manuel de Falla,"Avda Real de Pinto, 27 (Entrada por José Ortuño Ponce, 2)",079,Madrid,4466428,440070
28005817,CEIP Jorge Manrique,"Plaza Pintor Lucas, 17",079,Madrid,4471110,439698
28005830,CEIP Marqués de Marcenado,"Calle Linneo, 31",079,Madrid,4473551,438887
28005854,CEIP Amos Acero,"Calle Rodríguez Espinosa, 54",079,Madrid,4471227,443634
28005866,CEIP Méjico,"Avda Badajoz, 74",079,Madrid,4477184,444811
28005878,CEIP Méndez Núñez,"Calle Alicun, 9",079,Madrid,4481130,444080
28005881,CEIP Menéndez y Pelayo,"Calle Méndez Álvaro, 16",079,Madrid,4473010,441323
28005891,CEIP Menéndez Pidal,"Calle Encomienda de Palacios, 85",079,Madrid,4472410,445593
28005908,CEIP Mesonero Romanos,"Calle Pont de Molins, 31",079,Madrid,4471637,445260
28005911,CEIP Navas de Tolosa,"Calle Benimamet, 109",079,Madrid,4466216,441730
28005933,CEIP Eduardo Rojo,"Calle Eduardo Rojo, 5",079,Madrid,4470971,443732
28005945,CEIP Ntra. Sra. de la Concepción,"Calle Virgen del Sagrario, 24",079,Madrid,4476485,444878
28005994,CEIP Padre Coloma,"Calle Gutiérrez Canales, 19",079,Madrid,4477751,447831
28006007,CEIP Padre Mariana,"Ronda Sur, 145",079,Madrid,4469842,443065
28006020,CEIP Padre Poveda,"Avda Alfonso XIII, 23",079,Madrid,4478050,443375
28006044,CEIP Parque Aluche,"Calle Quero, 47 B",079,Madrid,4471417,435417
28006056,CEIP Perú,"Calle Baleares, 18",079,Madrid,4471757,439392
28006068,CEIP Pinar del Rey,"Avda San Luis, 23",079,Madrid,4480307,444546
28006071,CEIP Pío XII,"Calle Delfín, 2",079,Madrid,4479811,441184
28006101,CEIP Puerto Rico,"Calle Segura, 74",079,Madrid,4468871,438944
28006111,CEIP Gonzalo de Berceo,"Avda Abrantes, 5",079,Madrid,4470489,438424
28006123,CEIP Ramiro de Maeztu,"Calle Serrano, 127",079,Madrid,4477153,441656
28006135,CEIP Regimiento Inmemorial del Rey,"Avda Moratalaz, 51",079,Madrid,4473182,444254
28006159,CEIP República del Brasil,"Avda Fueros, 34",079,Madrid,4469079,441465
28006160,CEIP República Dominicana,"Ronda de Don Bosco, 2",079,Madrid,4469760,436156
28006172,CEIP República de Ecuador,"Calle Valle de Oro, 41",079,Madrid,4471070,438443
28006184,CEIP República del Paraguay,"Calle Manresa, 60-B",079,Madrid,4482624,441086
28006196,CEIP República del Uruguay,"Avda Nuestra Señora de Valvanera, 120",079,Madrid,4471741,437099
28006202,CEIP República de Venezuela,"Calle Cerecinos, 8",079,Madrid,4470571,439384
28006214,CEIP Los Rosales,"Avda los Rosales, 131",079,Madrid,4467045,442467
28006238,CEIP Rufino Blanco,"Calle General Álvarez de Castro, 46",079,Madrid,4476625,440444
28006251,CEIP Sagunto,"Calle Paterna, 14",079,Madrid,4465873,441815
28006263,CEIP San Carlos,"Calle Geología, 2",079,Madrid,4466145,439566
28006275,CEIP San Eugenio y San Isidro,"Calle Peñuelas, 31",079,Madrid,4472630,440336
28006305,CEIP San Ignacio de Loyola,"Avda Abrantes, 1",079,Madrid,4470648,438628
28006317,CEIP San Ildefonso,"Calle Alfonso VI, 1",079,Madrid,4473848,439573
28006329,CEIP San Isidoro,"Calle Fuenterrabía, 15",079,Madrid,4473103,442187
28006354,CEIP San Juan de la Cruz,"Calle Honduras, 10",079,Madrid,4478979,442378
28006366,CEIP San Pablo,"Plaza Peña Morraz, 1 (entrada Calle San Diego, 1)",079,Madrid,4471217,444697
28006381,CEIP Santa María,"Calle Casino, 7",079,Madrid,4473073,440049
28006391,CEIP Santo Domingo,"Calle San Feliu de Guixols, 7",079,Madrid,4471471,445169
28006408,CEIP Tirso de Molina,"Calle Bronce, 1",079,Madrid,4471510,441607
28006411,CEIP La Alameda,"Calle Musas, 9",079,Madrid,4476548,448464
28006469,CEIP Arcipreste de Hita,"Calle Antonio Moreno, 25",079,Madrid,4470726,438423
28010357,CEIP Portugal,"Calle Juan Álvarez Mendizábal, 20",079,Madrid,4475181,439368
28010394,CEIP Tomás Bretón,"Calle Alejandro Dumas, 4",079,Madrid,4472528,439236
28010412,CEIP Amador de los Ríos,"Paseo Marqués de Zafra, 16",079,Madrid,4475271,443458
28010424,CEIP Aravaca,"Calle Estudio, 6",079,Madrid,4479205,433397
28010461,CEIP Carlos V,"Calle Virgen del Val, 3",079,Madrid,4476483,444459
28010473,CEIP Carmen Cabezuelo,"Calle Cangas de Onís, 7",079,Madrid,4475705,446659
28010497,CEIP Concepción Arenal,"Calle Antonio López, 1",079,Madrid,4472134,439322
28010503,CEIP Doctor Conde Arruga,"Calle Hacienda de Pavones, 105",079,Madrid,4472787,445385
28010527,CEIP Costa Rica,"Calle Camarena, 247",079,Madrid,4470819,435835
28010539,CEIP Cuba,"Calle Tembleque, 58",079,Madrid,4471897,435361
28010552,CEIP Doctor Federico Rubio,"Avda Doctor Federico Rubio y Galí, 53",079,Madrid,4478208,439693
28010576,CEIP Ermita del Santo,"Paseo Ermita del Santo, 18",079,Madrid,4473632,438583
28010591,CEIP Felipe II,"Calle Vía Límite, 12",079,Madrid,4480509,440902
28010606,CEIP Fernández Moratín,"Avda Valladolid, 2",079,Madrid,4475376,438325
28010618,CEIP Fernando El Católico,"Calle Fernando El Católico, 16",079,Madrid,4476190,439836
28010643,CEIP Francisco de Luis,"Calle Corregidor Rodrigo Rodríguez, 5",079,Madrid,4473346,443974
28010655,CEIP García Morente,"Ronda Sur, 229",079,Madrid,4469415,443508
28010679,CEIP Pi i Margall,"Plaza Dos de Mayo, 2",079,Madrid,4475381,440233
28010680,CEIP Francisco de Goya,"Calle Antillón, 23",079,Madrid,4473639,438255
28010710,CEIP Isabel la Católica,"Calle Barceló, 2",079,Madrid,4475351,440656
28010722,CEIP Joaquín Costa,"Paseo Pontones, 8",079,Madrid,4473027,439362
28010746,CEIP José Calvo Sotelo,"Avda Ciudad de Barcelona, 83",079,Madrid,4472477,442834
28010761,CEIP Legado Crespo,"Paseo Acacias, 2",079,Madrid,4472936,440269
28010771,CEIP Lepanto,"Calle Valderrey, 9",079,Madrid,4480016,438861
28010783,CEIP Lope de Vega,"Calle Inglaterra D-11, 8",079,Madrid,4471822,438566
28010795,CEIP Manuel Bartolomé Cossío,"Calle José de Cadalso, 19",079,Madrid,4470381,434507
28010801,CEIP Manuel Sainz de Vicuña,"Calle Camino de los Vinateros, 104",079,Madrid,4473360,444861
28010813,CEIP Marcelo Usera,"Calle Perales de Tajuña, 1",079,Madrid,4470965,440622
28010849,CEIP Miguel Blásco Vilatela,"Calle Hermanos García Noblejas, 70",079,Madrid,4475599,446370
28010850,CEIP Miguel de Unamuno,"Calle Alicante, 5",079,Madrid,4471754,441145
28010862,CEIP Manuel Núñez de Arenas,"Calle Martos, 120",079,Madrid,4469608,443769
28010874,CEIP Antonio Moreno Rosales,"Calle Olmo, 4",079,Madrid,4473665,440498
28010886,CEIP Ntra. Sra. de la Almudena,"Calle Lope de Rueda, 48",079,Madrid,4474482,442490
28010898,CEIP Leopoldo Alas,"Calle Pedrezuela, 18",079,Madrid,4475449,444558
28010916,CEIP Palacio Valdés,"Paseo del Prado, 38",079,Madrid,4473558,441206
28010928,CEIP República de Panamá Nº 1,"Calle Peones, s/n",079,Madrid,4475233,447661
28010931,CEIP Patriarca Obispo Eijo Garay,"Calle López de Hoyos, 40",079,Madrid,4476775,442199
28010941,CEIP Ramón Gómez de la Serna,"Calle Godella, 170",079,Madrid,4465710,441402
28010953,CEIP Real Armada,"Calle Corregidor Juan Francisco de Luján, 114",079,Madrid,4472538,445218
28010965,CEIP República de Colombia,"Plaza Alloz, 3",079,Madrid,4469750,437457
28010977,CEIP República de Chile,"Calle Castillo de Uclés, 28",079,Madrid,4475451,447013
28010989,CEIP República de El Salvador,"Calle Sacedón, 2",079,Madrid,4466767,440729
28010990,CEIP San Cristóbal,"Calle Bravo Murillo, 39",079,Madrid,4476486,440181
28011015,CEIP San Juan Bosco,"Calle Santa Irene, 2",079,Madrid,4474534,444636
28011040,CEIP Vázquez de Mella,"Calle Bailén, 18",079,Madrid,4473744,439421
28011684,CEIP Ciudad de Córdoba,"Calle Lillo, 1 A",079,Madrid,4468230,440844
28013309,CEIP Ntra. Sra. de la Paloma,"Calle Tabernillas, 2",079,Madrid,4473598,439626
28013899,IES El Espinillo,"Calle Unanimidad, 15",079,Madrid,4468142,441501
28014272,CEIP San Roque,"Calle Oxígeno, 43",079,Madrid,4466497,440285
28015756,IES Valdebernardo,"Bulv Indalecio Prieto, 1",079,Madrid,4472893,447464
28018344,IES Santa Teresa de Jesús,"Calle Fomento, 9",079,Madrid,4474679,439759
28018356,IES Santamarca,"Calle Puerto Rico, 34",079,Madrid,4478608,442848
28018368,IES Santa Engracia,"Calle Santa Engracia, 13",079,Madrid,4475702,440898
28018371,"CEE Cátedra de Pediatría, Hospital Clínico","Calle Profesor Martín Lagos, 2",079,Madrid,4476838,438949
28018381,IES Ortega y Gasset,"Calle Santa Fe, 4",079,Madrid,4475929,437594
28018393,CEIP Alcalde de Móstoles,"Calle Aldeanueva de La Vera, 9",079,Madrid,4470246,434113
28018401,CEIP Amadeo Víves,"Calle los Yébenes, 6",079,Madrid,4472116,435869
28018423,IES Instituto Politécnico Nº 1 del Ejército,"Avda Carabanchel Alto, 17",079,Madrid,4469071,436089
28018435,IES Emilio Castelar,"Calle Río de Oro, 4",079,Madrid,4471146,438030
28018459,CEIP Doctor Tolosa Latour,"Calle Asturianos, 4",079,Madrid,4470347,445490
28018460,IES Arcipreste de Hita,"Ronda Sur, 6",079,Madrid,4469769,442929
28018472,IES San Cristóbal de los Ángeles,"Plaza Pinazo, 7",079,Madrid,4466031,441427
28018484,IES Carlos María Rodríguez de Valcárcel,"Plaza  Encuentro, 4",079,Madrid,4472926,444677
28018496,CEIP Martínez Montañés,"Calle Hacienda de Pavones, 223",079,Madrid,4472571,446164
28018502,CEIP Ciudad de Guadalajara,"Calle Bergantín, 13",079,Madrid,4478873,450412
28018708,CEIP Ciudad de Zaragoza,"Calle Manuel Aguilar Muñoz, 1",079,Madrid,4479044,449890
28018903,IES Joaquín Turina,"Calle Guzmán El Bueno, 92",079,Madrid,4476889,439567
28019312,IES El Lago,"Paseo Puerta del Ángel, 5 (Ferial Casa de Campo)",079,Madrid,4474140,437802
28019351,IES San Fernando,"Ctra (M-607) Colmenar Viejo Viejo, Km 13.5",079,Madrid,4486585,441614
28019397,CEIP Francisco Arranz,"Calle Sondica, 2",079,Madrid,4469631,435266
28019439,CEIP Ciudad de Badajoz,"Calle Fray José Cerdeiriña, 51",079,Madrid,4470632,433878
28019464,IES Tirso de Molina,"Avda Albufera, 144",079,Madrid,4471345,444599
28019567,CEIP San Miguel,"Avda Virgen del Carmen, 32",079,Madrid,4480615,444713
28019658,CEIP San Benito,"Calle Juan Pérez Zúñiga, 36",079,Madrid,4477266,445144
28019889,IES Lope de Vega,"Calle San Bernardo, 70",079,Madrid,4475390,440080
28019971,IES Barajas,"Avda América, 119",079,Madrid,4477968,449187
28020119,IES Gregorio Marañón,"Avda El Ferrol, 43",079,Madrid,4480655,439806
28020201,IES Barrio Simancas,"Calle Zaratán, 6",079,Madrid,4475562,446952
28020341,IES Virgen de la Paloma,"Calle Francos Rodríguez, 106",079,Madrid,4479110,439220
28020533,CEIP Juan Zaragueta,"Calle Vía de los Poblados, 17",079,Madrid,4480212,446641
28020545,IES Conde de Orgaz,"Calle Nápoles, 56",079,Madrid,4478996,445169
28020557,IES Carlos III,"Calle Arcos de Jalón, 116",079,Madrid,4475107,447890
28020570,IES San Blás,"Calle Arcos de Jalón, 120",079,Madrid,4475237,448004
28020582,IES Gómez Moreno,"Avda Hellín, 5",079,Madrid,4475903,447770
28020624,IES Rey Pastor,"Calle Corregidor José de Pasamonte, 17",079,Madrid,4473567,445018
28020648,IES Vallecas I,"Avda Albufera, 78",079,Madrid,4471797,443729
28020661,CEIP Carlos Sainz de los Terreros,"Calle Cartama, 1",079,Madrid,4470668,445764
28020673,CEIP Ciudad de Valencia,"Avda Mediterráneo, Km 9",079,Madrid,4470733,448708
28020703,IES Enrique Tierno Galván,"Avda Andalucía, 6,200 c/v Calle Eduardo Barreiros",079,Madrid,4469085,440951
28020715,IES Pío Baroja,"Calle Tolosa, 2",079,Madrid,4469399,438974
28020727,IES Parque Aluche,"Calle Maqueda, 86",079,Madrid,4471346,435179
28020739,IES Eijo y Garay,"Calle Severino Aznar Embid, 6",079,Madrid,4473322,437309
28020740,CEIP Ntra. Sra. del Lucero,"Calle Muñico, 1",079,Madrid,4472705,437233
28020806,IES Ntra. Sra. de la Almudena,"Plaza La Remonta, 17",079,Madrid,4479495,440788
28020831,IES Tetuán de las Victorias,"Calle Vía Límite, 14",079,Madrid,4480531,440851
28020855,IES Cardenal Herrera Oria,"Calle Fermín Caballero, 68",079,Madrid,4481648,439692
28020867,CEIP Lorenzo Luzuriaga,"Calle Valencia de Don Juan, 4",079,Madrid,4481860,440218
