"id_local","clase_vial_acceso","desc_vial_acceso","num_acceso","rotulo","desc_seccion","desc_division","lng","lat","label"
175,"CALLE","OLIVA DE PLASENCIA",1,"AZAR CASINOS (LOCAL 438 Y 439) (L-340)","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7795633","40.3785008",
176,"GLORIETA","LOS CARMENES",1,"POR DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7430726","40.3952533",
177,"PASEO","ERMITA DEL SANTO",48,"BAR SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.724651","40.4068435",
178,"AVENIDA","PORTUGAL",131,"BINGO MADRID","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7363287","40.4116952",
179,"CALLE","HUERTA DE CASTAÑEDA",34,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7037902","40.4167754",
180,"PASEO","EXTREMADURA",100,"MERCA100","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7330396","40.4121367",
181,"PASEO","EXTREMADURA",105,"CAIXA TARRAGONA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7343255","40.4112628",
182,"PASEO","EXTREMADURA",160,"PREMIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7395495","40.4097298",
183,"PASEO","EXTREMADURA",3,"ZAPATOS PISOTONES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7253724","40.4138686",
184,"CALLE","HUERTA DE CASTAÑEDA",25,"APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7037902","40.4167754",
185,"CALLE","GUADARRAMA",26,"RIMAY CIBER",,"LOCUTORIOS","-3.7309086","40.4106656","notcouncildata"
186,"PASEO","EXTREMADURA",34,"SALON DE JUEGOS",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.7290164","40.4136377","notcouncildata"
187,"CALLE","CAMINO VIEJO DE LEGANES",147,"SALON TREBOL","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7291891","40.38345",
188,"AVENIDA","ABRANTES",97,"LAS VEGAS JUEGOS Y APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7289944","40.3797863",
189,"CALLE","FRANCISCO DE ICAZA",12,"SIN ACTIVIDAD","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7279992","40.3852386",
190,"AVENIDA","CARABANCHEL ALTO",62,"ARCHICOPY","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.753296","40.3700456",
191,"CALLE","EUGENIA DE MONTIJO",110,"SAL0N DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7511664","40.3746255",
192,"CALLE","CALDERILLA",1,"QUEENS (LOC 134 Y 204E)","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.737479099999999","40.3637278",
193,"RONDA","DON BOSCO",10,"POR DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.75253","40.37566",
194,"AVENIDA","PESETA",92,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.750184299999999","40.3619358",
195,"CALLE","ANTONIO LOPEZ",57,"SALON DE JUEGOS TREBOL","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.709107399999999","40.3947875",
196,"CALLE","ANTONIO LOPEZ",49,"PSORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.710207099999999","40.3953329",
197,"CALLE","BENITO PRIETO",12,"LUCKIA APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7225862","40.3866673",
198,"CALLE","GENERAL RICARDOS",71,"JUGUETES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7221893","40.3939571",
199,"CALLE","GENERAL RICARDOS",139,"SALON DE JUEGOS 22","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7294724","40.3898506",
200,"CALLE","GENERAL RICARDOS",153,"SALON MAGIC OPORTO ORENES""""","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7309583","40.3888721",
201,"GLORIETA","VALLE DE ORO",2,"SALONVDECJUEGOS MADRID 19","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7309063","40.388642",
202,"CALLE","GENERAL RICARDOS",83,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.722784099999999","40.3935402",
203,"CALLE","GENERAL RICARDOS",171,"PLAY ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7340479","40.386814",
204,"CALLE","CAMINO VIEJO DE LEGANES",166,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7319655","40.380417",
205,"CALLE","GENERAL RICARDOS",157,"MADRID JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7322657","40.3880394",
206,"CALLE","FRAGATA",24,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.735694","40.3940596",
207,"CALLE","VIA CARPETANA",137,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7401581","40.3933259",
208,"CALLE","GENERAL RICARDOS",40,"SPORTIUM APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.720147","40.3955936",
209,"CALLE","OCA",22,"MUESTRA CORPORATIVA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7336902","40.3894939",
210,"CALLE","GENERAL RICARDOS",122,"SAL0N DE JUEGO GOLDEN APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7265207","40.3920392",
211,"CALLE","LUISA MUÑOZ",2,"BANCA CIVICA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7148763","40.4259598",
212,"AVENIDA","NUESTRA SEÑORA DE VALVANERA",114,"ROTULO NO INFORMADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.739759399999999","40.39232459999999",
213,"PASEO","MARCELINO CAMACHO",60,"SAL0N DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7439652","40.3874886",
214,"CALLE","GENERAL RICARDOS",176,"BINGO SALA DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7340875","40.3872503",
215,"CALLE","OCA",70,"CAIXA CATALUÑA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7394954","40.389059",
216,"CALLE","BERNARDINA ARANGUREN",16,"SOLPARK SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7413912","40.3887771",
217,"CALLE","DOCTOR URQUIOLA",5,"MERKUR SALON DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7424238","40.3875638",
218,"CALLE","VIA CARPETANA",173,"EMOTIVA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7432511","40.39049480000001",
219,"CALLE","ABOLENGO",20,"SALON DE JUEGOS MIAMI","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7377567","40.3891407",
220,"CALLE","OCA",61,"ORANGE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7390197","40.3889282",
221,"CALLE","LAGUNA",20,"SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.742291","40.39131580000001",
222,"CALLE","LAGUNA",28,"(POR DETERMINAR)","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.742358499999999","40.3907423",
223,"PASEO","MARCELINO CAMACHO",24,"SALON DE JUEGOS Y APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7414064","40.3865569",
224,"CALLE","GUABAIRO",19,"SAL0N DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7456757","40.3857193",
225,"CALLE","MATILDE HERNANDEZ",101,"SALON DE JUEGOS Y APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7377711","40.3860938",
226,"AVENIDA","NUESTRA SEÑORA DE FATIMA",96,"CARABANCHEL SPORT BAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7476555","40.38281629999999",
227,"CALLE","RAMON SAINZ",38,"EL DORADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7394209","40.3887192",
228,"CALLE","CASTROJERIZ",9,"SALON DE JUEGO VISTA ALEGRE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7403154","40.385896",
229,"CALLE","OCA",45,"ROYAL CROWN",,"LICENCIA DESCONOCIDA","-3.7377567","40.3891407","notcouncildata"
230,"AVENIDA","OPORTO",91,"SALONES NEVADA",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.7317279","40.3878742","notcouncildata"
231,"CALLE","GENERAL RICARDOS",101,"APUESTAS SPORTS",,"LICENCIA DESCONOCIDA","-3.7247472","40.3926618","notcouncildata"
232,"CALLE","VIA CARPETANA",119,"SALON DE JUEGOS",,"LICENCIA DESCONOCIDA","-3.7400891","40.3933818","notcouncildata"
233,"CALLE","SAN SINESIO",34,"SALON DE JUEGOS",,"LICENCIA DESCONOCIDA","-3.7427476","40.3877086","notcouncildata"
234,"CALLE","CAMINO VIEJO DE LEGANES",141,"ORENES SPORT",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.728814","40.3840464","notcouncildata"
235,"CALLE","CASUARIO",2,"PODIUM EXPERIENCE",,"LICENCIA DESCONOCIDA","-3.7414406","40.3867301","notcouncildata"
236,"CALLE","FERROVIARIOS",42,"CASINO STAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7050711","40.3850142",
237,"CALLE","MARCELO USERA",61,"C&A","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.704774","40.3858834",
238,"CALLE","MARCELO USERA",55,"MODA FELIZ","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7041802","40.3859191",
239,"CALLE","MARCELO USERA",3,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7001696","40.3875952",
240,"CALLE","JULIO MERINO",3,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7027785","40.3830707",
241,"CALLE","MARCELO USERA",57,"SALON DE JUEGO Y APUESTAS GOLDEN","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.704347099999999","40.3858575",
242,"CALLE","PILARICA",18,"CAIXA PENEDES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7034353","40.3859662",
243,"CALLE","MARCELO USERA",2,"SALA DE JUEGOS LICEO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6999846","40.3881797",
244,"CALLE","MARCELO USERA",100,"NO SE ESPECIFICA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7080736","40.3856986",
245,"CALLE","MARCELO USERA",16,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7007398","40.3874843",
246,"CALLE","GABINO JIMENO",5,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7069041","40.386631",
247,"CALLE","AMPARO USERA",39,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7055613","40.3870685",
248,"CALLE","MARCELO USERA",48,"GOLDEN USERA, S.L.","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7031578","40.3862535",
249,"CALLE","MARCELO USERA",74,"SAL0N DE JUEGO GOLDEN","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7055053","40.3859637",
250,"CALLE","EUGENIO CAXES",14,"POR DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.702968899999999","40.3917597",
251,"CALLE","GRAN AVENIDA",24,"JUEGGING ORCASITAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7055219","40.3692674",
252,"CALLE","GRAN AVENIDA",35,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7058783","40.37005509999999",
253,"CALLE","CRISTO DE LA VICTORIA",185,"APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7056839","40.3790546",
254,"CALLE","ISABELITA USERA",42,"TOKA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7077773","40.3828505",
255,"CALLE","FELIPE CASTRO",27,"DESCONOCIDO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7089742","40.3841956",
256,"CALLE","MARCELO USERA",121,"POR DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.709332399999999","40.3852705",
257,"CALLE","ISABELITA USERA",24,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.708045","40.3842094",
258,"CALLE","DOLORES BARRANCO",33,"SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7060121","40.3831789",
259,"CALLE","CRISTO DE LA VICTORIA",88,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7031705","40.3807821",
260,"CALLE","DOLORES BARRANCO",52,"A DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7070627","40.3834436",
261,"CALLE","MEZQUITA",11,"APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6904551","40.3738227",
262,"CALLE","SAN MAXIMO",31,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6932287","40.3767641",
263,"CALLE","GRAN AVENIDA",2,"CODERE",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.710710299999999","40.3692558","notcouncildata"
264,"CALLE","MARCELO USERA",85,"ROOM CODERE",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.7065275","40.38558889999999","notcouncildata"
265,"CALLE","MARCELO USERA",84,"SALON DE JUEGO NEVADA",,"LICENCIA DESCONOCIDA","-3.7065397","40.38585740000001","notcouncildata"
266,"CALLE","ANTONIO LOPEZ",160,"ROYAL SALON DE JUEGO",,"LICENCIA DESCONOCIDA","-3.7009547","40.3891447","notcouncildata"
267,"CALLE","ANTONIO LOPEZ",174,"BINGO SALONES LICEO",,"LICENCIA DESCONOCIDA","-3.700165","40.3882783","notcouncildata"
268,"CALLE","LAGARTERA",15,"NURIA LANAS MODA INFANTIL MERCERIA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6731056","40.3821249",
269,"AVENIDA","ALBUFERA",129,"BINGO SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6586284","40.3928805",
270,"AVENIDA","ALBUFERA",25,"MOVISTAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6670058","40.3972953",
271,"CALLE","SANTA MARTA",20,"JUEGGING SANTA MARTA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6617494","40.4027648",
272,"AVENIDA","PEÑA PRIETA",11,"CASA DE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7037902","40.4167754",
273,"AVENIDA","PEÑA PRIETA",62,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7037902","40.4167754",
274,"CALLE","SANTA MARTA",20,"POR DETERMINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6617494","40.4027648",
275,"AVENIDA","ALBUFERA",99,"MUEBLES ALBUFERA 99","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6609574","40.39419669999999",
276,"AVENIDA","PABLO NERUDA",93,"GOLDEN PARK","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6620628","40.3812503",
277,"AVENIDA","PABLO NERUDA",61,"SALON DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6494747","40.3822474",
278,"AVENIDA","RAFAEL ALBERTI",27,"SPORT BAR LAS VEGAS SALON DE JUEGOS Y APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6408721","40.3864677",
279,"CALLE","COIN",9,"HIDROGAS SOLUCIONES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6399611","40.3868932",
280,"CALLE","SAN CLAUDIO",57,"R0TULO NO INFORMADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6397855","40.3902701",
281,"CALLE","PEDRO LABORDE",49,"RECREATIVOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6496624","40.386412",
282,"CALLE","PEDRO LABORDE",14,"MADRID JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.647868599999999","40.3890605",
283,"AVENIDA","PALOMERAS",142,"LAS VEGAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.649679","40.3860921",
284,"CALLE","SIERRA SALVADA",37,"EL DORADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6483548","40.38871899999999",
285,"CALLE","PEDRO LABORDE",28,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6480573","40.3887289",
286,"CALLE","PALOMERAS",51,"LUCKIA APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.664930399999999","40.389193",
287,"AVENIDA","MONTE IGUELDO",23,"PLAY ORENES S.L.U.","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.668076699999999","40.3965302",
288,"CALLE","MARTINEZ DE LA RIVA",4,"PLATINO SPORTS (T2, T3, T4 Y T5)","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.667746299999999","40.3952584",
289,"AVENIDA","MONTE IGUELDO",25,"SOLPARK","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6681401","40.3964663",
290,"CALLE","MONTE PERDIDO",29,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.669672","40.3939609",
291,"CALLE","VIZCONDE DE ARLESSON",1,"SAL0N DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6656728","40.3841663",
